Nama Pengguna,Produk,Rating,Ulasan,Tanggal
A***s,NAH Project - Sepatu Sneakers Pria Unisex Audacity-II Bone White,bintang 5,berbukalah dengan yg sweet,10 bulan lalu
M,NAH Project - Sepatu Sneakers Pria Unisex Paragon Dark Olive,bintang 5,"barang mantap ka ,sesuai pesanan, recomemded dapet stiker lumayan",10 bulan lalu
Ahmad,NAH Project - Sepatu Sneakers Pria Unisex Audacity-II Bone White,bintang 5,"Barangnya bagus, jahitan rapih, keren pokoknya",10 bulan lalu
doni,NAH Project - Sneakers Unisex Flexknit V3.0 Carbon Black,bintang 5,sesuai deskripsi.,10 bulan lalu
Fadli,NAH Project - Sepatu Sneakers Pria Unisex Audacity-C AFD Classic White,bintang 5,"bahan oke, desain oke, packaging yaa... boleh lah walau ada penyok dikit karena ekspedisi, mungkin. tapi yang agak kurang tu, aku biasa pake 43 dan agak longgar dikit, in... ",10 bulan lalu
N***y,NAH Project - Sneakers Unisex Flexknit V3.0 Carbon Black,bintang 5,"Bahannya enteng, bagus…",10 bulan lalu
eva,NAH Project - Sepatu Sneakers Unisex Flexknit V3.0 Burning Red,bintang 5,nyaman pas dikaki,10 bulan lalu
B***u,NAH Project - Sepatu Sneakers Unisex Flexknit Triple Black,bintang 5,"ringan, jahitan cukup rapi, nggak berharap empuk ya, harga cukup pricey menurut saya tapi gpp dukung local pride.. 👍🏼🤸
oh minus-nya di proses pengiriman, J&T super... ",10 bulan lalu
Andy,NAH Project - Sepatu Sneakers Pria Unisex Audacity-II Bone White,bintang 5,Packaging aman 🙏,10 bulan lalu
Vian,NAH Project - Sepatu Sneakers Pria Unisex Flexknit V3.0 All White,bintang 5,proses pengiriman cepat.  recomended seller,10 bulan lalu
A***g,NAH Project - Sepatu Sneakers Unisex Flexknit V3.0 Burning Red,bintang 5,sepatu nyaman banget👍👍,10 bulan lalu
R***i,NAH Project - Sepatu Sneakers Unisex Flexknit V3.0 Burning Red,bintang 5,"material bagus sesuai harga, saya pikir solnya cukup elastis.
ternyata biasa saja",10 bulan lalu
F***r,NAH Project - Sepatu Sneakers Unisex Flexknit V3.0 Burning Red,bintang 5,Mantul,10 bulan lalu
J***a,NAH Project - Sepatu Sneakers Pria Unisex Flexknit V3.0 All White,bintang 5,modelnya keren dan bahannya bagus gk bikin gerah...,10 bulan lalu
A***a,NAH Project - Sepatu Sneakers Putih Pria Wanita ODE All White,bintang 5,bagus,10 bulan lalu
D***u,NAH Project - Sepatu Sneakers Pria Unisex Spark Forest Green,bintang 5,"keren sepatunya mantab, nyaman di pakai. model nya juga bagus. sol.juga bagus",10 bulan lalu
W***k,NAH Project - Sepatu Sneakers Pria Unisex Flexknit V3.0 All White,bintang 4,"just to support local brand, quality need more improvements and hopefully one day this brand can compete with other international brand.",10 bulan lalu
Soma,NAH Project - Sepatu Sneakers Unisex Flexknit V3.0 High Risk Red,bintang 5,"dengan harga dibawah 200rb, pembelian terbaik!!!",10 bulan lalu
Putu,NAH Project - Sepatu Sneakers Unisex Flexknit V3.0 High Risk Red,bintang 5,"Modelnya keren dan nyaman digunakan
Bangga ada produk indonesia dengan kualitas sebagus ini
Lanjutkan Nah Project 👍",10 bulan lalu
Arief,NAH Project - Sepatu Sneakers Unisex Flexknit Triple Black,bintang 5,"Bahannya nyaman di kaki, dipakai lama tidak bikin pegal.
lumayan worth lah di harga segitu dg kualitas material yg bagus.
sayang bekas lem kurang rapi, jadi terlihat ring... ",10 bulan lalu
A***i,NAH Project - Sepatu Sneakers Pria Unisex Spark Black White,bintang 5,insolenya juara bgt. bahan suede nya lumayan. worth it banget dengan harga segini dapet kualitas yang ga main main. ga mengecewakan. top 👍,10 bulan lalu
Friadam,NAH Project - Sepatu Sneakers Unisex Flexknit V3.0 Burning Red,bintang 5,"udah ngincer sebenernya , mumpung diskon sikat wkwk",10 bulan lalu
Raditya,NAH Project - Sepatu Sneakers Unisex Flexknit V3.0 High Risk Red,bintang 5,"comfy banget, betul betul local pride ini mah",10 bulan lalu
s***y,NAH Project - Sepatu Sneakers Pria Unisex Spark Dry Sand White,bintang 5,"warna dan ukuran sepatunya sesuai, pas dan nyaman juga waktu di pakai. respon admin nya baik, pengiriman nya juga baik (disertakan double box).. 
1 saran dan masukan, mun... ",10 bulan lalu
Richie,NAH Project - Sepatu Sneakers Pria Unisex Audacity-II Black White,bintang 5,"Pusa sekali dengan sepatu NAH PROJECT ini...
sudah beberapa kali beli dan kualitas tidak mengecewakan dan sangat tahan lama
hebat sekali produksi LOCAL tapi harga murah d... ",10 bulan lalu
G***o,NAH Project - Sepatu Sneakers Pria Unisex Audacity-II Bone White,bintang 5,"Sepatunya nyaman,  Mantap modelnya 👟",10 bulan lalu
Y***o,NAH Project - Sepatu Sneakers Pria Unisex Audacity-II Black White,bintang 5,Sepatunya nyaman,10 bulan lalu
Danu,NAH Project - Sepatu Sneakers Pria Unisex Paragon Dark Olive,bintang 5,Desainnya keren 👍 Sepatunya nyaman Ukuran sesuai Mantap modelnya 👟 Bahannya berkualitas Packaging aman 🙏 Packaging rapi,10 bulan lalu
idha,NAH Project - Sepatu Sneakers Unisex Flexknit V3.0 Burning Red,bintang 5,"bagus, nyaman dipakai, ukuran sesuai, empuk juga. semoga awet",10 bulan lalu
Rachmawan,NAH Project - Sepatu Sneakers Pria Unisex Flexknit V3.0 All White,bintang 5,Mantap,10 bulan lalu
Yorli,NAH Project - Sepatu Sneakers Unisex Flexknit V3.0 High Risk Red,bintang 5,gw suka lah ✌✌👍👍sesuai mau gw,10 bulan lalu
C***b,NAH Project - Sepatu Sneakers Unisex Flexknit V3.0 Burning Red,bintang 2,"Sejujurnya saya pembeli nah project sudah 4 sepatu, dan ini kelima, namun untukkali ini saya kecewa dengan kualitas lem lemnya tidak rapi bagian ujung dan juga fabric yan... ",10 bulan lalu
syarif,NAH Project - Sepatu Sneakers Unisex Flexknit Triple Black,bintang 5,"Barang bagus, pad banget dikaki, ringan dan nyaman. seller juga melayani dg baik, fas respond, recomended lah 👍",10 bulan lalu
Deo,NAH Project - Sepatu Sneakers Pria Wanita ODE Quest Grey,bintang 5,"warna dan size sesuai pesanan, modelnya jg ok.
semoga awet dan bisa pesan lagi.",10 bulan lalu
Dwi,NAH Project - Sepatu Sneakers Pria Unisex Spark Black White,bintang 5,Bagus... Bahannya terasa kuat. Jahitan rapih.,10 bulan lalu
yayan,NAH Project - Sepatu Sneakers Pria Unisex Paragon Dark Olive,bintang 5,"Asli keren sih ini, fitnya jg enak, tinggal liat durabilitynya gmn klo buat daily driver!",10 bulan lalu
A***r,NAH Project - Sepatu Sneakers Putih Pria Wanita ODE All White,bintang 5,"Barang bagus, semoga awet. Baru pertama beli",10 bulan lalu
H***i,NAH Project - Sepatu Sneakers Pria Unisex Audacity-II Bone White,bintang 5,Sepatunya nyaman Mantap modelnya 👟 Desainnya keren 👍 Bahannya berkualitas Ukuran sesuai Packaging aman 🙏 Respon penjualnya top Packaging rapi Proses pesanan cepat Penj... ,10 bulan lalu
Bagus,NAH Project - Sepatu Sneakers Pria Unisex Spark Forest Green,bintang 5,sepatu nya enak dipakai. highly recommended,10 bulan lalu
Hanif,NAH Project - Sepatu Sneakers Pria Unisex Paragon Black Ivory,bintang 5,"barang bagus, sesuai gambar Packaging rapi Sepatunya nyaman Bahannya berkualitas",10 bulan lalu
Fadillahtour,NAH Project - Sepatu Sneakers Putih Pria Wanita ODE All White,bintang 5,"keren sih kualitasnya bersaing sama brand luar, dan design nya juga mantap, nyaman dipakai juga 👍",10 bulan lalu
Sidik,NAH Project - Celana Pendek Unisex Basik Shorts Pants Black,bintang 5,"Kualitas produk bagus ...
Bahannya adem .....",10 bulan lalu
Sidik,NAH Project - Celana Pendek Unisex Basik Short Pants Olive,bintang 5,"Pass mantapsss ...
Kualitas produk bagus ...",10 bulan lalu
Santosa,NAH Project - Sepatu Sneakers Pria Unisex Paragon Dark Olive,bintang 5,"modelnya keren. saya suka. 
bikinannya rapi. Recommended",11 bulan lalu
M***i,NAH Project - Sepatu Sneakers Pria Unisex Flexknit V3.0 All White,bintang 5,"bahannya bagus,pas sesuai ekspektasi",11 bulan lalu
Herke,NAH Project - Sepatu Sneakers Pria Unisex Flexknit V3.0 All White,bintang 5,"modelnya keren, tali nya saya lepas, ternyata lebih keren tanpa tali",11 bulan lalu
K***y,NAH Project - Sepatu Sneakers Pria Unisex Paragon Black Ivory,bintang 5,"Ini pertama kalinya saya membeli sepatu melalui lokapasar. Biasanya harus dicoba-coba dulu sebelum membeli. 
Sepatu ini cukup berat untuk saya yang  biasa pakai sepatu ja... ",11 bulan lalu
Rikki,NAH Project - Sepatu Sneakers Unisex Flexknit Triple Black,bintang 5,Sepatunya Ringan. Bahan Bagus.,11 bulan lalu
R***n,NAH Project - Sepatu Sneakers Pria Unisex Spark Black White,bintang 5,"Barang Oke, kualitas terbaik, packing mantap, pengiriman cepat, nyaman dipakai.",11 bulan lalu
M***d,NAH Project - Sepatu Sneakers Pria Unisex Flexknit V3.0 All White,bintang 5,Kereen modelnya untuk masih dapat stok nya. Pas di kaki size nya juga.,11 bulan lalu
f***n,NAH Project - Sepatu Sneakers Unisex Flexknit Triple Black,bintang 5,nice.. recommend,11 bulan lalu
sopan,NAH Project - Sepatu Sneakers Pria Wanita ODE Quest Grey,bintang 5,"model,y bagus rapih kokoh, enk di pakai. puas bnget poko,y nah project mantappp...",11 bulan lalu
I***a,NAH Project - Sepatu Sneakers Putih Pria Wanita ODE All White,bintang 5,joss lah,11 bulan lalu
D***y,NAH Project - Sepatu Sneakers Unisex Flexknit Triple Black,bintang 5,Modelnya keren. bahan berkualitas dan nyaman dipake untuk sehari hari,11 bulan lalu
Roberto,NAH Project - Sepatu Sneakers Pria Unisex Spark Dry Sand White,bintang 5,Bahannya berkualitas Packaging aman 🙏 Sepatunya nyaman,11 bulan lalu
Andri,NAH Project - Sepatu Sneakers Unisex Flexknit V3.0 Burning Red,bintang 5,mantap dan nyaman,11 bulan lalu
A***a,NAH Project - Sepatu Sneakers Pria Unisex Spark Black White,bintang 5,"Pertama kali beli sepatu disini, kualitas dan bahannya terbaik. Bakal jadi langganan dah ni",11 bulan lalu
Anil,NAH Project - Sneakers Unisex Flexknit V3.0 Carbon Black,bintang 5,"Nice fitting, good packing. Good quality products",11 bulan lalu
trianawati,NAH Project - Sepatu Sneakers Pria Unisex Spark Dry Sand White,bintang 5,kardusnya basah seperti kena air hujan pihak pengiriman kurang hati2,11 bulan lalu
Muhammad,NAH Project - Sepatu Sneakers Unisex SN-05 Revived Suede Olive,bintang 5,Sepatu udh tiba dengan cepat dan penjualnya respon dengan cepat,11 bulan lalu
Guruh,NAH Project - Sepatu Sneakers Pria Unisex Audacity-C AFD Classic White,bintang 5,toppp dah,11 bulan lalu
F***a,NAH Project - Sepatu Sneakers Pria Unisex Spark Forest Green,bintang 5,Mantap modelnya 👟 Bahannya berkualitas,11 bulan lalu
Irza,NAH Project - Sepatu Sneakers Pria Unisex Paragon Black Ivory,bintang 5,Sip mantap,11 bulan lalu
Roi,NAH Project - Sneakers Unisex Flexknit V3.0 Carbon Black,bintang 5,sesuai ekspektasi,11 bulan lalu
S***a,NAH Project - Sepatu Sneakers Pria Unisex Flexknit V3.0 All White,bintang 5,Fit like socks!! bener2 true to size. produk lokal kualitas internasional! desain keren!,11 bulan lalu
Andri,NAH Project - Sepatu Sneakers Unisex Flexknit V3.0 Burning Red,bintang 5,mantap dan memuaskan,11 bulan lalu
Radya,NAH Project - Sepatu Sneakers Pria Unisex Audacity-C AFD Classic White,bintang 5,"Pesan ukuran 43 namun ternyata agak sempit dan ada beberapa cacat seperti pada gambar 1 ada jahitan yang beda, gambar 2 ada benang, gambar 3 bagian bawahnya sudah kotor.... ",11 bulan lalu
Bambang,NAH Project - Sepatu Sneakers Pria Unisex Spark Dry Sand White,bintang 5,Desainnya keren 👍 Mantap modelnya 👟,11 bulan lalu
M***h,NAH Project - Sepatu Sneakers Pria Unisex Audacity-C AFD Classic White,bintang 5,Sepatunya nyaman Bahannya berkualitas Ukuran sesuai Mantap modelnya 👟,12 bulan lalu
Nico,NAH Project - Sepatu Sneakers Pria Wanita ODE Quest Grey,bintang 5,gila sepatunya nyaman dikaki wkwkwkwk cuma beberapa jaitan doang kurang rapi tapi itu worth it sih,12 bulan lalu
F***i,NAH Project - Sepatu Sneakers Pria Wanita ODE Quest Grey,bintang 5,Keren dan harga bersahabat.,12 bulan lalu
F***z,NAH Project - Sepatu Sneakers Pria Unisex Spark Black White,bintang 5,"material sepatunya bagus untuk sizing nya juga okee, sesuai ekspektasi ternyata empuk bgt sepatunya. best👌👌",Lebih dari 1 tahun lalu
Ridwan,NAH Project - Sneakers Unisex Flexknit V3.0 Carbon Black,bintang 5,"Gk usah ragu langsung gas aja checkout, serius. Puas banget rasanya beli sepatu ini",Lebih dari 1 tahun lalu
Putu,NAH Project - Sepatu Sneakers Pria Wanita ODE Quest Grey,bintang 5,"ukuran kaki aku 24,5cm aku ambil 39
lebih di ujung kaki ga gitu kebesaran
jadinya kalau jalan, ada space dikit buat kaki bikin nyaman, 
yg punya ukuran telapak kaki kayak... ",Lebih dari 1 tahun lalu
A***a,NAH Project - Sneakers Unisex Flexknit V3.0 Carbon Black,bintang 5,"Finally a good local shoes, insole bs d lepas, easily swappable dgn custom insole bagi yg butuh. Sayang g ad ukuran 41.5 jd sepatu lil bit ngepas. Kalau 42 kegedean. Utk... ",Lebih dari 1 tahun lalu
W***n,NAH Project - Sepatu Sneakers Pria Unisex Flexknit V3.0 All White,bintang 5,Produk lokal...KEREN!,Lebih dari 1 tahun lalu
A***y,NAH Project - Sepatu Sneakers Pria Wanita ODE Quest Grey,bintang 5,bagus tapi kata pemakai nya ada sedikit bagian yg tajam  di dalem sepatu kayak kecil2 nusuk.. ya tinggal pakai kaos kaki aja sih sebenernya.,Lebih dari 1 tahun lalu
F***i,NAH Project - Sepatu Sneakers Pria Wanita ODE Quest Grey,bintang 5,"keren sih nih modelnya, mantapppp",Lebih dari 1 tahun lalu
Marseline,NAH Project - Sepatu Sneakers Unisex Flexknit Triple Black,bintang 5,"size nya pas di Kaki. enak, nyaman. rekomendasi.",Lebih dari 1 tahun lalu
n***i,NAH Project - Sepatu Sneakers Pria Wanita ODE Quest Grey,bintang 5,Keren,Lebih dari 1 tahun lalu
timbul,NAH Project - Sepatu Sneakers Unisex Flexknit V3.0 Burning Red,bintang 5,barang oke pengiriman cepat,Lebih dari 1 tahun lalu
elbet,NAH Project - Celana Pendek Unisex Basik Short Pants Navy,bintang 5,Kualitas produk bagus Jahitannya rapi Modelnya keren 😎,Lebih dari 1 tahun lalu
R***l,NAH Project - Sepatu Sneakers Pria Wanita ODE Quest Grey,bintang 5,"barang bagus dan bisa di tukar size,, terbaik 👍👍👍",Lebih dari 1 tahun lalu
A***O,NAH Project - Sepatu Sneakers Pria Wanita ODE Quest Grey,bintang 5,"Model ✅️ 
Kualitas ✅️
Price ✅️
Support local product untuk Indonesia yg lbh baik 👍",Lebih dari 1 tahun lalu
SAIFUDIN,NAH Project - Sepatu Sneakers Pria Wanita ODE Quest Grey,bintang 5,puas banget,Lebih dari 1 tahun lalu
Jeffri,NAH Project - Sepatu Sneakers Unisex Flexknit Triple Black,bintang 3,"lem tidak rapi ,banyak luber di sekeliling sepatu
box tidak ada silicagel",Lebih dari 1 tahun lalu
D***a,NAH Project - Sepatu Sneakers Unisex Flexknit V3.0 High Risk Red,bintang 5,"keren abisss, nyaman dipakai, bahan bagus",Lebih dari 1 tahun lalu
Muhammad,NAH Project - Sepatu Sneakers Pria Wanita ODE Quest Grey,bintang 5,"Modelnya sesuai dengan foto, jahitan, lem, semuanya rapi. Kualitas oke punya, designnya sesuai selera saya.",Lebih dari 1 tahun lalu
Y***a,NAH Project - Sepatu Sneakers Pria Wanita ODE Quest Grey,bintang 5,👍,Lebih dari 1 tahun lalu
a***s,NAH Project - Sepatu Sneakers Putih Pria Wanita ODE All White,bintang 5,"ok sip, gtu aja",Lebih dari 1 tahun lalu
B***s,NAH Project - Sepatu Sneakers Unisex Flexknit Triple Black,bintang 4,outsolnya agak licin kalau dipake jalan di lantai keramik,Lebih dari 1 tahun lalu
T***a,NAH Project - Sepatu Sneakers Putih Pria Wanita ODE All White,bintang 5,"Alhamdulillah, barang sampai dengan selamat.
Sepatunya juga bagus dan tidak ada cacat sedikitpun.
Thank You :*",Lebih dari 1 tahun lalu
anjas,NAH Project - Sepatu Sneakers Pria Wanita ODE Quest Grey,bintang 5,"respon seller cepat dan pengiriman cepet bgt padahal reguller. 
barang secara tampilan oke. 
kenyamanan blm dibuktikan (sesuai bentuk kaki).",Lebih dari 1 tahun lalu
a***e,Sepatu Pria NAH Project - Resilient All White,bintang 5,cakeeeeep !!!,Lebih dari 1 tahun lalu
W***i,NAH Project - Sepatu Sneakers Pria Unisex Flexknit V3.0 All White,bintang 5,"sudah punya yg v2 sebelumnya dari tahun 2019 dan masih awet sampe sekarang, terus beli yg v3 mudah2an bisa awet juga.",Lebih dari 1 tahun lalu
Mohamad,NAH Project - Sepatu Sneakers Unisex Flexknit Triple Black,bintang 5,Nyaman di pakai,Lebih dari 1 tahun lalu
Arif,NAH Project - Sepatu Sneakers Pria Wanita ODE Quest Grey,bintang 5,"ga pernah mengecewakan emang NAH, suka banget ♥️",Lebih dari 1 tahun lalu
Nyoman,NAH Project - Sepatu Sneakers Unisex Flexknit V3.0 High Risk Red,bintang 5,"Modelnya keren, ringan dan pas di kaki, recsel",Lebih dari 1 tahun lalu
Bar,NAH Project - Sepatu Sneakers Pria Unisex Flexknit V3.0 All White,bintang 5,"Dah sampe dah dipake pengiriman cepat sempet kekecilan minta tuker size dan bisaaaa ❤️❤️❤️
Thanks nah project",Lebih dari 1 tahun lalu
Michael,NAH Project - Sepatu Sneakers Unisex Flexknit V3.0 Burning Red,bintang 5,untuk ukuranya ini udh true to size jd pakai di ukuran berp ttp pakai di ukuran itu saja. untuk bahan dan kualitasnya ini yg terbaik di kelasnya pastesan sepatu ini dlu p... ,Lebih dari 1 tahun lalu
renhard,NAH Project - Sepatu Sneakers Unisex Flexknit Triple Black,bintang 5,overall ok,Lebih dari 1 tahun lalu
Y***f,NAH Project - Sneakers Unisex Flexknit V3.0 Carbon Black,bintang 5,"Pertama kali beli produk NAH, asli gak mengecewakan keren banget dan nyaman di pakai nya 👍",Lebih dari 1 tahun lalu
Fachmi,NAH Project - Sepatu Sneakers Pria Unisex Flexknit V3.0 All White,bintang 5,Terlalu Exceptional Support nya! Puas banget!,Lebih dari 1 tahun lalu
J***s,NAH Project - Sepatu Sneakers Pria Wanita ODE Quest Grey,bintang 5,nyaman buat dipake seharian,Lebih dari 1 tahun lalu
Nandang,NAH Project - Sepatu Sneakers Unisex Flexknit Triple Black,bintang 5,Mantap,Lebih dari 1 tahun lalu
S***i,NAH Project - Sneakers Unisex Flexknit V3.0 Carbon Black,bintang 5,"Kealitas barang bagus, pengiriman cepat👍",Lebih dari 1 tahun lalu
i,NAH Project - Sneakers Unisex Flexknit V3.0 Carbon Black,bintang 3,ukuran 46 nya setara ukuran sepatu 43-44...,Lebih dari 1 tahun lalu
Wisnu,NAH Project - Sepatu Sneakers Unisex Flexknit V3.0 Burning Red,bintang 5,sepatu idola sejak 2018. Tidak bisa pindah selain NAH,Lebih dari 1 tahun lalu
Andry,NAH Project - Sepatu Sneakers Unisex Flexknit Triple Black,bintang 5,"Pengiriman cepat, packing ok, produk mantabs. Recommendeddd!!!",Lebih dari 1 tahun lalu
C***y,NAH Project - Sepatu Sneakers Pria Unisex Spark Forest Green,bintang 5,"ini suede nya grade bagus, overall build quality nya mantap 💯

cuma input sdikit ya NAH itu kelas nya udh bukan rookie, pas cba lepas insole nya untuk karet outsole tipi... ",Lebih dari 1 tahun lalu
M***n,NAH Project - Sepatu Sneakers Putih Pria Wanita ODE All White,bintang 4,"modelnya keren!
tp sayang untuk ukuran telapak kaki 27.5cm, pakai size 43 (28cm) masih berasa sempit, dipakai jalan sebentar, ujung jari pada sakit.",Lebih dari 1 tahun lalu
Ahmad,NAH Project - Sepatu Sneakers Unisex Flexknit Triple Black,bintang 5,"kereen, nyaman, adem pas dipakai",Lebih dari 1 tahun lalu
Mohammad,NAH Project - Sepatu Sneakers Unisex Flexknit V3.0 High Risk Red,bintang 5,"pas dan cocok...
cuma warna terlalu merah menyala 😁",Lebih dari 1 tahun lalu
Hari,NAH Project - Sepatu Sneakers Pria Unisex Spark Black White,bintang 5,"kualitas brand lokal terbaik, adminya gercep, bisa tukar size.. recommend bgt pastinya..thankyou..",Lebih dari 1 tahun lalu
Hari,NAH Project - Sepatu Sneakers Pria Wanita ODE Quest Grey,bintang 5,"kualitas brand lokal terbaik, adminya gercep, bisa tukar size.. recommend bgt pastinya..thankyou..",Lebih dari 1 tahun lalu
A***s,NAH Project - Sepatu Sneakers Unisex Flexknit Triple Black,bintang 5,"keren, true to size.",Lebih dari 1 tahun lalu
I***M,NAH Project - Sepatu Sneakers Unisex Flexknit Triple Black,bintang 5,bahan adem ukuran pas,Lebih dari 1 tahun lalu
Hermas,NAH Project - Sepatu Sneakers Unisex Flexknit V3.0 Burning Red,bintang 3,"Upper knitnya halus, tapi ga terlalu breathable. Di bagian dalam tengah tongue ada kelebihan bahan yg cuma di lem, agak ganggu kalau ga pakai socks.
Insole & outsole... ",Lebih dari 1 tahun lalu
D***y,NAH Project - Sneakers Unisex Flexknit V3.0 Carbon Black,bintang 5,"sepatu nya oke, keren, kualitas dan bahan bagus banget, packing jg rapi pengiriman lumayan cepat 👍👍",Lebih dari 1 tahun lalu
Muhammad,NAH Project - Sepatu Sneakers Putih Pria Wanita ODE All White,bintang 5,mantap pisan pokonamah tidak menyesal,Lebih dari 1 tahun lalu
Yayan,NAH Project - Sepatu Sneakers Pria Unisex Spark Black White,bintang 5,Gudd,Lebih dari 1 tahun lalu
Yayan,NAH Project - Sepatu Sneakers Unisex Flexknit Triple Black,bintang 5,Gudd,Lebih dari 1 tahun lalu
D***a,NAH Project - Sepatu Sneakers Putih Pria Wanita ODE All White,bintang 4,"Mantapp, barang sudah sampai dengan selamat, tetapi agak lama nyampenya",Lebih dari 1 tahun lalu
Saldi,NAH Project - Sepatu Sneakers Unisex Flexknit V3.0 Burning Red,bintang 5,"barang bagus, pengiriman cepat",Lebih dari 1 tahun lalu
Leonardo,NAH Project - Sepatu Sneakers Pria Wanita ODE Quest Grey,bintang 5,kualitas sepatunya bagus... packagingnya rapih,Lebih dari 1 tahun lalu
Rifky,NAH Project - Sepatu Sneakers Unisex Flexknit Triple Black,bintang 5,modelnya keren.. kualitas juga oke.. lengkapsdh koleksi flexnitnya.. 👍,Lebih dari 1 tahun lalu
I***M,NAH Project - Sepatu Sneakers Unisex Flexknit Triple Black,bintang 5,bahan adem ukuran pas,Lebih dari 1 tahun lalu
Hermas,NAH Project - Sepatu Sneakers Unisex Flexknit V3.0 Burning Red,bintang 3,"Upper knitnya halus, tapi ga terlalu breathable. Di bagian dalam tengah tongue ada kelebihan bahan yg cuma di lem, agak ganggu kalau ga pakai socks.
Insole & outsole... ",Lebih dari 1 tahun lalu
D***y,NAH Project - Sneakers Unisex Flexknit V3.0 Carbon Black,bintang 5,"sepatu nya oke, keren, kualitas dan bahan bagus banget, packing jg rapi pengiriman lumayan cepat 👍👍",Lebih dari 1 tahun lalu
Muhammad,NAH Project - Sepatu Sneakers Putih Pria Wanita ODE All White,bintang 5,mantap pisan pokonamah tidak menyesal,Lebih dari 1 tahun lalu
Yayan,NAH Project - Sepatu Sneakers Pria Unisex Spark Black White,bintang 5,Gudd,Lebih dari 1 tahun lalu
Yayan,NAH Project - Sepatu Sneakers Unisex Flexknit Triple Black,bintang 5,Gudd,Lebih dari 1 tahun lalu
D***a,NAH Project - Sepatu Sneakers Putih Pria Wanita ODE All White,bintang 4,"Mantapp, barang sudah sampai dengan selamat, tetapi agak lama nyampenya",Lebih dari 1 tahun lalu
Saldi,NAH Project - Sepatu Sneakers Unisex Flexknit V3.0 Burning Red,bintang 5,"barang bagus, pengiriman cepat",Lebih dari 1 tahun lalu
Leonardo,NAH Project - Sepatu Sneakers Pria Wanita ODE Quest Grey,bintang 5,kualitas sepatunya bagus... packagingnya rapih,Lebih dari 1 tahun lalu
Rifky,NAH Project - Sepatu Sneakers Unisex Flexknit Triple Black,bintang 5,modelnya keren.. kualitas juga oke.. lengkapsdh koleksi flexnitnya.. 👍,Lebih dari 1 tahun lalu
A***n,NAH Project - Sepatu Sneakers Unisex Flexknit V3.0 Stellar Space,bintang 3,keliatan nya sih bagus bahannya juga enak hanya saja sol dalemnya keras banget sama kebetulan saya dapet sepatu yang sebelah kirinya lidah sepatunya lemnya kurang nempel... ,Lebih dari 1 tahun lalu
R***o,NAH Project - Sepatu Sneakers Unisex Flexknit V3.0 High Risk Red,bintang 5,"respon dan delivery cepat, packing ok, box dan sepatu aman, sneaker sesuai deskripsi, nyaman. spesial price.
next warna biru supaya lengkap warnanya",Lebih dari 1 tahun lalu
R***o,NAH Project - Sepatu Sneakers Unisex Flexknit V3.0 Burning Red,bintang 5,"respon dan delivery cepat, packing aman, box dan sepatu aman. sepatu sesuai deskripsi ,nyaman dan warna pas..plus harga diskon",Lebih dari 1 tahun lalu
Miftahul,NAH Project - Sepatu Sneakers Pria Unisex Flexknit V3.0 All White,bintang 5,Sudah jelas desainnya keren dan bahannya bagus.,Lebih dari 1 tahun lalu
bionic,NAH Project - Sepatu Sneakers Pria Unisex Flexknit V3.0 All White,bintang 5,Bagus jahitan rapi walaupun pengiriman cm pake dus tanpa bubble wrap ato plastik,Lebih dari 1 tahun lalu
f***s,NAH Project - Sepatu Sneakers Pria Wanita ODE Quest Grey,bintang 5,"bagus...semoga sukses terus ya..
ini pembelian yg ketiga x..",Lebih dari 1 tahun lalu
Ibrahim,NAH Project - Sepatu Sneakers Pria Wanita ODE Quest Grey,bintang 5,mantab sepatunya rapih ga ada cacat,Lebih dari 1 tahun lalu
Tio,NAH Project - Sepatu Sneakers Unisex Flexknit Triple Black,bintang 5,"nyaman, cm size 45 nya lbh kecil dr N*ke ato R**bok",Lebih dari 1 tahun lalu
Ari,NAH Project - Sneakers Unisex Flexknit V3.0 Carbon Black,bintang 5,"nyaman, support produk lokal kualitas global",Lebih dari 1 tahun lalu
P***u,NAH Project - Sepatu Sneakers Putih Pria Wanita ODE All White,bintang 5,Ok,Lebih dari 1 tahun lalu
E***e,NAH Project - Sepatu Sneakers Putih Pria Wanita ODE All White,bintang 5,pas nyampe barangnya oke packingnya rapi modelnya bagus ukurannya juga pas dikaki,Lebih dari 1 tahun lalu
muhammad,Sepatu Pria NAH Project - Resilient All White,bintang 5,pengiriman cepat dan sepatu nyaman dipakai,Lebih dari 1 tahun lalu
Dhafin,NAH Project - Sneakers Unisex Flexknit V3.0 Carbon Black,bintang 5,"Designny bagus, nyaman dipakai berat sepatu sangat ringan. midsole empuk. minus gabisa dipake tanpa kaos kaki aja karena ada tag bagian dalam yang kasar banget, dan grip... ",Lebih dari 1 tahun lalu
Florentiano,NAH Project - Sepatu Sneakers Pria Wanita ODE Quest Grey,bintang 5,Mantap dah pokoknya modelnya ane suka. Syukur aja ini model balik ada soalnya sebelumnya dah habis. Untuk ukuran pas mantap dah. Klw ragu sama ukuran kaki naik kan aja 1... ,Lebih dari 1 tahun lalu
Edo,NAH Project - Sepatu Sneakers Unisex Flexknit Triple Black,bintang 5,Barang sesuai deskripsi,Lebih dari 1 tahun lalu
Rama,NAH Project - Sepatu Sneakers Pria Wanita ODE Quest Grey,bintang 5,Keren parah sih ini. Admin juga membantu sekali,Lebih dari 1 tahun lalu
