,Unnamed: 0,Produk,Rating,Ulasan,Tanggal,label,Cleaning
567,585,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,5,"barang oroginal,  berfungsi baik,  sudah di pakai cuci mantap. . .  pengiriman cepat. . .  👍👍👍",1 bulan lalu,1,barang oroginal berfungsi baik sudah di pakai cuci mantap pengiriman cepat
568,586,Sanken SJ-2500BK Magic Com 1.8L Hitam,5,barang orinal jadi dapat garansi. . .  mantap,1 bulan lalu,1,barang orinal jadi dapat garansi mantap
569,587,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,5,"respond cepat,  qualitas sesuai harga",1 bulan lalu,1,respond cepat qualitas sesuai harga
570,588,Sanken Dispenser Galon Bawah HWD-C528IC Xtaria Pro Series,5,"despenser sesuai pesanan,  bahan berkualitas,  dinginnya joss dan panasnya pas buat bikin kopi dan seduh pop mie",1 bulan lalu,1,despenser sesuai pesanan bahan berkualitas dinginnya joss dan panasnya pas buat bikin kopi dan seduh pop mie
571,589,Dispenser Sanken Galon Bawah HWD-C555IC Dispenser Bottom Loading,5,"barang bagus,  pengiriman cepat,  sesuai deskripsi.  belum di coba sih",1 bulan lalu,1,barang bagus pengiriman cepat sesuai deskripsi belum di coba sih
572,590,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,5,pesan pakai instant di kirim pakai mobil.  fast respon,1 bulan lalu,1,pesan pakai instant di kirim pakai mobil fast respon
573,591,Sanken SK-V231A-CB Kulkas 2 Pintu,5,"barang original,  pengiriman cepat,  garansi,   tidak lecet dan kualitas bagus!",1 bulan lalu,1,barang original pengiriman cepat garansi tidak lecet dan kualitas bagus
574,592,Sanken AW-S807 Mesin Cuci 1 Tabung 8Kg Top Loading,5,mesin cuci berfungsi dengan baik. .  berkualitas. ,1 bulan lalu,1,mesin cuci berfungsi dengan baik berkualitas
575,593,Sanken Mesin Cuci Twin Tub TW-882BP 9kg Mesin Cuci 2 Dua Tabung,5,"sudah sampai,  makasih banyak,  semoga awet dah",1 bulan lalu,1,sudah sampai makasih banyak semoga awet dah
576,594,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,5,"pengiriman cepat,  ready stock,  kondisi barang baik",1 bulan lalu,1,pengiriman cepat ready stock kondisi barang baik
577,595,Sanken Dispenser Galon Bawah HWD-C588 Xatria Pro Series LED Display,5,penjual sangat komunikatif dan solutif pada saat saya buru2 untuk pengiriman barang.  fast response. ,1 bulan lalu,1,penjual sangat komunikatif dan solutif pada saat saya buru untuk pengiriman barang fast response
578,596,Sanken Dispenser Galon Bawah HWD-C553IC Xatria Pro Series,1,tatakan gelas terlepas. . .  mungkin next bisa di beri isolasi atau pengaman lain nya. . .  dan diberitahukan kepada kurir kalau posisi barang tidak bisa di bolak balik.  ini sa. . .  ,1 bulan lalu,1,tatakan gelas terlepas mungkin next bisa di beri isolasi atau pengaman lain nya dan diberitahukan kepada kurir kalau posisi barang tidak bisa di bolak balik ini sa
579,597,Dispenser Sanken Galon Bawah HWD-C106 Dispenser Bottom Loading,5,bismillah semoga awet. .  🤲🤗,1 bulan lalu,1,bismillah semoga awet
580,598,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,3,paketnya sudah sampe dan saya terima tapi pengirimannya bukan melalui kargo tapi lewat kurir motor mohon ke depannya diperhatikan lagi pengirimannya min untung kompresorn. . .  ,1 bulan lalu,1,paketnya sudah sampe dan saya terima tapi pengirimannya bukan melalui kargo tapi lewat kurir motor mohon ke depannya diperhatikan lagi pengirimannya min untung kompresorn
581,599,Sanken Dispenser Galon Bawah HWD-C528IC Xtaria Pro Series,5,"so far aman,  secara fisik baik,  fungsi normal,  semoga awet dan mudah klaimnya jika ada masalah",1 bulan lalu,1,so far aman secara fisik baik fungsi normal semoga awet dan mudah klaimnya jika ada masalah
582,600,Sanken AW-S807 Mesin Cuci 1 Tabung 8Kg Top Loading,5,ok mantab,1 bulan lalu,1,ok mantab
583,601,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,5,kualitas barang baik,1 bulan lalu,1,kualitas barang baik
584,602,Sanken UV Anti Dust Mite Cordless Vacuum Cleaner SBV-200L HEPA Vakum,5,"brg ori,  garansi.  brg 👍👍,  toko jg 👍👍",1 bulan lalu,1,brg ori garansi brg toko jg
585,603,Sanken Mesin Cuci Twin Tub TW-882BP 9kg Mesin Cuci 2 Dua Tabung,5,"barang sudah sampai sesuai estimasi. 
pengiriman sesuai estimasi waktu",1 bulan lalu,1,barang sudah sampai sesuai estimasi pengiriman sesuai estimasi waktu
586,604,Sanken DD-68 UV Dish Dryer Steriliser UV Sterilizer Baby Bottle,5,"barang bagus,  pengiriman cepat. ",1 bulan lalu,1,barang bagus pengiriman cepat
587,605,Sanken SJ-3030BK Magic Com 2L - Black,5,ibu gw suka👍,1 bulan lalu,1,ibu gw suka
588,606,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,4,barang bagus tapi garansi tidak ada cap tokonya,1 bulan lalu,1,barang bagus tapi garansi tidak ada cap tokonya
589,607,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,5,"produk orisinil,  bergaransi. . . bagus dan puas",1 bulan lalu,1,produk orisinil bergaransi bagus dan puas
590,608,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,5,semua berfungsi dengan bai dan sesuai semua,1 bulan lalu,1,semua berfungsi dengan bai dan sesuai semua
591,609,Sanken HWE-67C Dispenser IC-Cool,5,"recommended seller pokoknya,  sesuai pesanan dan deskripsi,  packing aman full bubelwrap,  barang berfungsi baik hoot norma cool,  original produk sanken,  terima kasih tokope. . .  ",1 bulan lalu,1,recommended seller pokoknya sesuai pesanan dan deskripsi packing aman full bubelwrap barang berfungsi baik hoot norma cool original produk sanken terima kasih tokope
592,610,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,5,saler sat set 3 jam sampai di depok,1 bulan lalu,1,saler sat set jam sampai di depok
593,611,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,5,sesuai pesanan,1 bulan lalu,1,sesuai pesanan
594,612,Sanken AW-S807 Mesin Cuci 1 Tabung 8Kg Top Loading,5,"barang original,  and good 👍",1 bulan lalu,1,barang original and good
595,613,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,5,berfungsi dgn baik.  kondisinya mulus. ,1 bulan lalu,1,berfungsi dgn baik kondisinya mulus
596,614,Sanken FS-800BK Kipas Angin,5,berfungsi dgn baik,1 bulan lalu,1,berfungsi dgn baik
597,615,Sanken AW-S807 Mesin Cuci 1 Tabung 8Kg Top Loading,5,bagus lah!,1 bulan lalu,1,bagus lah
598,616,Sanken Mesin Cuci 2 Tabung TW-880NM Dua Tabung,5,"barang sudah diterima sesuai pesanan,  namun blm di coba",1 bulan lalu,1,barang sudah diterima sesuai pesanan namun blm di coba
599,617,Sanken HWE-67C Dispenser IC-Cool,4,terima kasih sudah tepat waktu mengirimkan walaupun hanya 3 unit,1 bulan lalu,1,terima kasih sudah tepat waktu mengirimkan walaupun hanya unit
600,618,Sanken HWE-69CW Dispenser IC-Cool,4,terima kasih sudah tepat waktu mengirimkan walaupun hanya 3 unit,1 bulan lalu,1,terima kasih sudah tepat waktu mengirimkan walaupun hanya unit
601,619,Sanken HWE-69BL Dispenser IC-Cool,1,saya kecewa dengan sistematika pengirimannya.  barang dikirim terpisah dengan 3 unit lainnya dan pembeli harus menanggung ongkir sendiri dengan memesan gosend sendiri supa. . .  ,1 bulan lalu,1,saya kecewa dengan sistematika pengirimannya barang dikirim terpisah dengan unit lainnya dan pembeli harus menanggung ongkir sendiri dengan memesan gosend sendiri supa
602,620,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,3,"we had terrible experience with the chosen courier (gocar).  mr yusuf deliberately asked for toll money. 

please review his performance : ****************",1 bulan lalu,1,we had terrible experience with the chosen courier gocar mr yusuf deliberately asked for toll money please review his performance
603,621,Sanken Dispenser Galon Bawah HWD-C500E Dispenser Bottom Kompresor,5,semoga awet,1 bulan lalu,1,semoga awet
604,622,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,1,barang rusak penyok,1 bulan lalu,1,barang rusak penyok
605,623,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,5,"fast respon,  barang sesuai iklan. 
pintu dispenser bagian bawah tidak bs dibuka karena nyangkut,  namun bs diakali. 
overall ok semua. ",1 bulan lalu,1,fast respon barang sesuai iklan pintu dispenser bagian bawah tidak bs dibuka karena nyangkut namun bs diakali overall ok semua
606,624,Sanken TW-1127GSL Mesin cuci 2 tabung 9KG Chrome Handle,5,"barang sudah sampai dengan aman. . .  sudah dicoba dan berfungsi dengan baik,  semoga awet",1 bulan lalu,1,barang sudah sampai dengan aman sudah dicoba dan berfungsi dengan baik semoga awet
607,625,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,5,ok,2 bulan lalu,1,ok
608,626,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,5,"ini mantap dari sanken official langsung,  selang sehari pesan barang langsung sampe rumah,  semua berfungsi normal,  baik,  dan tanpa kurang suatu apapun.  thanks! 👍",2 bulan lalu,1,ini mantap dari sanken official langsung selang sehari pesan barang langsung sampe rumah semua berfungsi normal baik dan tanpa kurang suatu apapun thanks
609,627,Sanken Mesin Cuci Twin Tub TW-882BP 9kg Mesin Cuci 2 Dua Tabung,5,baguss,2 bulan lalu,1,baguss
610,628,Sanken AW-S807 Mesin Cuci 1 Tabung 8Kg Top Loading,5,"barangnya original dan garansi. 
pengirimnya baik mau install dan antar ke tempatnya.  maturnuwun ya",2 bulan lalu,1,barangnya original dan garansi pengirimnya baik mau install dan antar ke tempatnya maturnuwun ya
611,629,Sanken HWE-69BL Dispenser IC-Cool,2,air rembes dari bawah dispenser dan sdh tanyakan ke penjual jawabannya hubungi service center,2 bulan lalu,1,air rembes dari bawah dispenser dan sdh tanyakan ke penjual jawabannya hubungi service center
612,630,Sanken DD-33 UV Dish Dryer Steriliser UV Sterilizer Baby Bottle,5,"bagus,  cukup besar,  smoga awet,  tks seller",2 bulan lalu,1,bagus cukup besar smoga awet tks seller
613,631,Sanken UV Anti Dust Mite Vacuum Cleaner SBV-120C HEPA Vakum Kasur Bed,5,"sedotan nya kurang kuat,  tp overall oke lah",2 bulan lalu,1,sedotan nya kurang kuat tp overall oke lah
614,632,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,5,manteb sih,2 bulan lalu,1,manteb sih
615,633,Sanken Dispenser Galon Bawah HWD-C500E Dispenser Bottom Kompresor,5,"kiriman sudah sampai,  terima kasih",2 bulan lalu,1,kiriman sudah sampai terima kasih
616,634,Sanken Kulkas 2 Pintu SK-V235A-BB Refrigerator 230 L,5,barangnya original 👍 hemat listrik ⚡ penjualnya ramah banget packaging aman 🙏 respon penjualnya top,2 bulan lalu,1,barangnya original hemat listrik penjualnya ramah banget packaging aman respon penjualnya top
617,635,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,5,mantab,2 bulan lalu,1,mantab
618,636,Sanken SJ-2100 Magic Com 1.8 L Black,5,"rice cooker sanken yg sudah pernah saya pakai sebelumnya kuat sampai lebih dr 5 tahun.  
sekarang beli lagi dengan model yg sama karena kualitasnya. ",2 bulan lalu,1,rice cooker sanken yg sudah pernah saya pakai sebelumnya kuat sampai lebih dr tahun sekarang beli lagi dengan model yg sama karena kualitasnya
619,637,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,5,dispenser nya berfungsi dengan baik,2 bulan lalu,1,dispenser nya berfungsi dengan baik
620,638,Sanken Dispenser Galon Bawah HWD-C588 Xatria Pro Series LED Display,5,mantap. ,2 bulan lalu,1,mantap
621,639,Sanken HWD-C200SS Water Dispenser Elektrik,2,"saya baru beli 6 hari dr hari sabtu,  pas dicoba bagus,  hari keenam mati total,  chat penjual,  lama bales padahal lg online,  tp ga dibaca atau dibalas,  saya minta jawaban, . . .  ",2 bulan lalu,1,saya baru beli hari dr hari sabtu pas dicoba bagus hari keenam mati total chat penjual lama bales padahal lg online tp ga dibaca atau dibalas saya minta jawaban
622,640,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,5,barang sudah saya terima. tapi belum sy inboximg,2 bulan lalu,1,barang sudah saya terima tapi belum sy inboximg
623,641,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,5,top fast respon,2 bulan lalu,1,top fast respon
624,642,Sanken Rice Cooker 1 Liter SJ-120H,5,semoga awet,2 bulan lalu,1,semoga awet
625,643,Sanken Dispenser Galon Bawah HWD-C553IC Xatria Pro Series,4,kurang dingin mnrtku,2 bulan lalu,1,kurang dingin mnrtku
626,644,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,3,proses dan waktu pengirimannya lebih diperhatikan lagi.  kurir pengantar barang juga kurang ramah,2 bulan lalu,1,proses dan waktu pengirimannya lebih diperhatikan lagi kurir pengantar barang juga kurang ramah
627,645,Sanken FS-700GR/BR Kipas Angin,5,mantap,2 bulan lalu,1,mantap
628,646,Sanken Mesin Cuci Twin Tub TW-882BP 9kg Mesin Cuci 2 Dua Tabung,5,"sehari krim,  mantabz cepat",2 bulan lalu,1,sehari krim mantabz cepat
629,647,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,4,"barang sesuai dg gambar 
mudah2an awet",2 bulan lalu,1,barang sesuai dg gambar mudahan awet
630,648,Sanken TW-1222 Mesin Cuci 2 Tabung 11KG,5,proses cepat dan barang sampai tujuan dengan aman,2 bulan lalu,1,proses cepat dan barang sampai tujuan dengan aman
631,649,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,5,mantap barangnya udah datang,2 bulan lalu,1,mantap barangnya udah datang
632,650,Sanken DD-33 UV Dish Dryer Steriliser UV Sterilizer Baby Bottle,5,barang ori dan bagus.  respon penjual cepat.  proses mudah. ,2 bulan lalu,1,barang ori dan bagus respon penjual cepat proses mudah
633,651,Sanken Magic Com SJ-1999M Kapasitas 1.8L Hitam,5,"barang ori,  sdh jalan bulan ke 4 dan alhamdulillah ga ada kendala sama sekali. 

top!",2 bulan lalu,1,barang ori sdh jalan bulan ke dan alhamdulillah ga ada kendala sama sekali top
634,652,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,5,barang ori bergaransi resmi cuma sayang pengirimannya ga sampai rumah kurirnya ga mau masuk k gang kecil.  untung anakku pas pulang sekolah jadi dia yg angkat ke rumah. ,2 bulan lalu,1,barang ori bergaransi resmi cuma sayang pengirimannya ga sampai rumah kurirnya ga mau masuk gang kecil untung anakku pas pulang sekolah jadi dia yg angkat ke rumah
635,653,Sanken Dispenser Galon Bawah HWD-C553IC Xatria Pro Series,5,meskipun pengiriman lumayan lama tapi packing nya aman jadi barang tidak ada lecet atau rusak,2 bulan lalu,1,meskipun pengiriman lumayan lama tapi packing nya aman jadi barang tidak ada lecet atau rusak
636,654,Sanken Kulkas 1 Pintu SK-V188A-BB Refrigerator Black 180 L,5,👍🏻👍🏻👍🏻,2 bulan lalu,1,
637,655,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,5,berfungsi dengan baik!,2 bulan lalu,1,berfungsi dengan baik
638,656,Sanken SJ-3030BK Magic Com 2L - Black,5,"produk ori,  pengiriman aman.  tq seller. ",2 bulan lalu,1,produk ori pengiriman aman tq seller
639,657,Sanken AW-S807 Mesin Cuci 1 Tabung 8Kg Top Loading,5,ini adalah pembelian mesin cuci sanken yang kedua.  mesin cuci sanken pertama bisa bertahan 10 tahun.  semoga sanken mesin cuci kedua ini bisa awet seperti yang dulu.  tetap. . .  ,2 bulan lalu,1,ini adalah pembelian mesin cuci sanken yang kedua mesin cuci sanken pertama bisa bertahan tahun semoga sanken mesin cuci kedua ini bisa awet seperti yang dulu tetap
640,658,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,5,"barang ok,  tp smpt ada kendala di pengiriman,  barang blm sampai tp di status uda sampai.  sampainya bsknya loh haha",2 bulan lalu,1,barang ok tp smpt ada kendala di pengiriman barang blm sampai tp di status uda sampai sampainya bsknya loh haha
641,659,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,5,"mantap,  pesanan cepat.  respon penjual cukup cepat. 
saya ng saya asumsi masukin galon ada sliding.  ternyata nda.  secara keseluruhan ok. ",2 bulan lalu,1,mantap pesanan cepat respon penjual cukup cepat saya ng saya asumsi masukin galon ada sliding ternyata nda secara keseluruhan ok
642,660,Sanken Mesin Cuci Twin Tub TW-882BP 9kg Mesin Cuci 2 Dua Tabung,5,"seller ramahh,  produk original,  bintang 5",2 bulan lalu,1,seller ramahh produk original bintang
643,661,Sanken Mesin Cuci Twin Tub TW-882BP 9kg Mesin Cuci 2 Dua Tabung,5,alhamdulillah barang sudah sampai dengan selamat makasih ya seller dan kurir semoga awet dipakai,2 bulan lalu,1,alhamdulillah barang sudah sampai dengan selamat makasih ya seller dan kurir semoga awet dipakai
644,662,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,1,"pengemasan dan pengiriman lama,  tidak komunikatif. ",2 bulan lalu,1,pengemasan dan pengiriman lama tidak komunikatif
645,663,Sanken Mesin Cuci Twin Tub TW-882BP 9kg Mesin Cuci 2 Dua Tabung,4,pengiriman lamaaaaa.  harus follow up terus sampe barang benar2 dikirim. ,2 bulan lalu,1,pengiriman lamaaaaa harus follow up terus sampe barang benar dikirim
646,664,Sanken ADR-210 / ADR-211 Setrika Listrik Gold Plated Warna Random,5,sangat ok,2 bulan lalu,1,sangat ok
647,665,Sanken Mesin Cuci Twin Tub TW-882BP 9kg Mesin Cuci 2 Dua Tabung,5,"bagus
cuma salah beli",2 bulan lalu,1,bagus cuma salah beli
648,666,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,5,mantap dan aman. . ,2 bulan lalu,1,mantap dan aman
649,667,Sanken HWD-Z99 Dispenser Dua Galon Bawah Atas Xatria Pro,5,"mantap lgsg bs pakai,  bagus 👍😊",2 bulan lalu,1,mantap lgsg bs pakai bagus
650,668,Sanken AW-S807 Mesin Cuci 1 Tabung 8Kg Top Loading,5,good,2 bulan lalu,1,good
651,669,Sanken UV Anti Dust Mite Vacuum Cleaner SBV-120C HEPA Vakum Kasur Bed,5,"oke,  barang mantap. ",2 bulan lalu,1,oke barang mantap
652,670,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,5,"dispensernya blm terpasang n blm dicoba, semoga berfungsi dg baik. ",2 bulan lalu,1,dispensernya blm terpasang blm dicoba semoga berfungsi dg baik
653,671,Sanken DD-33 UV Dish Dryer Steriliser UV Sterilizer Baby Bottle,5,sesuai,2 bulan lalu,1,sesuai
654,672,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,5,"berfungsi baik,  semoga awet",2 bulan lalu,1,berfungsi baik semoga awet
655,673,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,5,bagus,2 bulan lalu,1,bagus
656,674,Sanken Dispenser Galon Bawah HWD-C500E Dispenser Bottom Kompresor,5,good hanya blm di coba,2 bulan lalu,1,good hanya blm di coba
657,675,Sanken Dispenser Galon Bawah HWD-C500E Dispenser Bottom Kompresor,5,"barang sesuai deskripsi,  berfungsi normal",2 bulan lalu,1,barang sesuai deskripsi berfungsi normal
658,676,Sanken Mesin Cuci Twin Tub TW-882BP 9kg Mesin Cuci 2 Dua Tabung,5,"barang aman,  bisa berfungsi dgn baik",2 bulan lalu,1,barang aman bisa berfungsi dgn baik
659,677,Sanken Dispenser Duo Galon Bawah Atas HWD-Z79IC Xatria Pro Series,1,"barang di terima rusak,  di ajukan clam asuransi proses lama ampir 1 bulan ,  sdh waswas takut ga di clam karna barang sdh di kirim balik ke asuransi",2 bulan lalu,1,barang di terima rusak di ajukan clam asuransi proses lama ampir bulan sdh waswas takut ga di clam karna barang sdh di kirim balik ke asuransi
660,678,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,5,"admin sangat membantu dalam proses pembelian walau saya chat pada waktu yang kurang pas,  pengiriman instant pun cepat dengan dari penjual di saat proses hingga saat dikir. . .  ",2 bulan lalu,1,admin sangat membantu dalam proses pembelian walau saya chat pada waktu yang kurang pas pengiriman instant pun cepat dengan dari penjual di saat proses hingga saat dikir
661,679,Sanken SJ-3030BK Magic Com 2L - Black,5,kualitas produknya mantaabz,2 bulan lalu,1,kualitas produknya mantaabz
662,680,Dispenser Sanken Galon Bawah HWD-C555IC Dispenser Bottom Loading,5,"ada kerusakan pada unit saat sampai,  tapi bisa langsung claim garansi dan dikirimkan teknisi",2 bulan lalu,1,ada kerusakan pada unit saat sampai tapi bisa langsung claim garansi dan dikirimkan teknisi
663,681,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,5,mantapppppp bagus,2 bulan lalu,1,mantapppppp bagus
664,682,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,5,all good,2 bulan lalu,1,all good
665,683,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,5,"cepat nyampenya,  mudah mudahan awet",2 bulan lalu,1,cepat nyampenya mudah mudahan awet
666,684,Sanken Mesin Cuci Twin Tub TW-882BP 9kg Mesin Cuci 2 Dua Tabung,5,"sudah dapat garansi,  barangnya berfungsi dgn baik

pengiriman juga cepat",2 bulan lalu,1,sudah dapat garansi barangnya berfungsi dgn baik pengiriman juga cepat
667,685,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,5,barang bagus sesuai produksi !,2 bulan lalu,1,barang bagus sesuai produksi
668,686,Sanken Mesin Cuci Twin Tub TW-882BP 9kg Mesin Cuci 2 Dua Tabung,5,barang cepat datang.  mesin cuci sip. ,3 bulan lalu,1,barang cepat datang mesin cuci sip
669,687,Sanken HWD-Z78IC Water Dispenser Duo Gallon,5,dispensernya bagus.  suhu air dinginnya pas untuk minum sehari2,3 bulan lalu,1,dispensernya bagus suhu air dinginnya pas untuk minum sehari
670,688,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,5,pengiriman cepat,3 bulan lalu,1,pengiriman cepat
671,689,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,5,"barang bagus,  original pengiriman cepat",3 bulan lalu,1,barang bagus original pengiriman cepat
672,690,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,5,mantaappss,3 bulan lalu,1,mantaappss
673,691,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,5,trimakasih gan,3 bulan lalu,1,trimakasih gan
674,692,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,5,"barang original,  produk & spesifikasi sesuai",3 bulan lalu,1,barang original produk spesifikasi sesuai
675,693,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,5,barang samapai sesuai dengan pesanan dan sampai dengan baik dan aman,3 bulan lalu,1,barang samapai sesuai dengan pesanan dan sampai dengan baik dan aman
676,694,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,5,"original ,  pengiriman cepat",3 bulan lalu,1,original pengiriman cepat
677,695,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,5,okkk,3 bulan lalu,1,okkk
678,696,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,5,"fast respon,  produk sesuai",3 bulan lalu,1,fast respon produk sesuai
679,697,Sanken UV Anti Dust Mite Vacuum Cleaner SBV-120C HEPA Vakum Kasur Bed,5,"baguuus,  mantaap,  berfungsi dengan baik",3 bulan lalu,1,baguuus mantaap berfungsi dengan baik
680,698,Sanken TW-1155FBK Mesin Cuci 2 tabung 9KG,5,sngt cepat pengiriman nya dengan keadaan baik,3 bulan lalu,1,sngt cepat pengiriman nya dengan keadaan baik
681,699,Sanken Dispenser Galon Bawah HWD-C553IC Xatria Pro Series,5,mantap.  seller fas respond.  barang berfungsi dg baik  kurang dr 2 jam barang tiba by grab car. ,3 bulan lalu,1,mantap seller fas respond barang berfungsi dg baik kurang dr jam barang tiba by grab car
682,700,Sanken Mesin Cuci 2 Tabung TW-880NM Dua Tabung,5,barang original dan pengiriman cepat dan pe jual sangat kooperatif. . semoga awet,3 bulan lalu,1,barang original dan pengiriman cepat dan pe jual sangat kooperatif semoga awet
683,701,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,5,"pengiriman cepat,  barang sesuai,  makasih",3 bulan lalu,1,pengiriman cepat barang sesuai makasih
684,702,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,5,"barang bagus sesuai deskripsi. . . 
semoga awet thanks seller. . . ",3 bulan lalu,1,barang bagus sesuai deskripsi semoga awet thanks seller
685,703,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,5,bagus,3 bulan lalu,1,bagus
686,704,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,5,barang sesuai deskripsi kondisi oke packing rapih top markotop,3 bulan lalu,1,barang sesuai deskripsi kondisi oke packing rapih top markotop
687,705,Sanken Dispenser Galon Bawah HWD-C500E Dispenser Bottom Kompresor,5,"fast respon,  fast delivery. ",3 bulan lalu,1,fast respon fast delivery
688,706,Sanken HWE-69CW Dispenser IC-Cool,5,okelah walau pengiriman oleh kurir toko agak lama. ,3 bulan lalu,1,okelah walau pengiriman oleh kurir toko agak lama
689,707,Sanken Dispenser Galon Bawah HWD-C500E Dispenser Bottom Kompresor,5,mantappp,3 bulan lalu,1,mantappp
690,708,Sanken AW-S807 Mesin Cuci 1 Tabung 8Kg Top Loading,5,"barang original,  ada garansinya,  harga kompetitif n seller responshif",3 bulan lalu,1,barang original ada garansinya harga kompetitif seller responshif
691,709,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,5,mantap,3 bulan lalu,1,mantap
692,710,Sanken FS-800BK Kipas Angin,5,"barang ori,  pengiriman cepat,  semua sesuai deskripsi.  
recommended seller",3 bulan lalu,1,barang ori pengiriman cepat semua sesuai deskripsi recommended seller
693,711,Sanken UV Anti Dust Mite Cordless Vacuum Cleaner SBV-200L HEPA Vakum,5,"seller baik dan responsif.  pengiriman cepat.  vakumnya bagus dengan harga sgitu.  ringan dan dichargenya mudah.  sdh sy tes,  nyala.  mudah2an awet.  tp ckp tenang,  krn seller. . .  ",3 bulan lalu,1,seller baik dan responsif pengiriman cepat vakumnya bagus dengan harga sgitu ringan dan dichargenya mudah sdh sy tes nyala mudahan awet tp ckp tenang krn seller
694,712,Sanken Dispenser Galon Bawah HWD-C500E Dispenser Bottom Kompresor,5,pengiriman cepat dan barang original,3 bulan lalu,1,pengiriman cepat dan barang original
695,713,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,5,produk bekerja dengan baik,3 bulan lalu,1,produk bekerja dengan baik
696,714,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,5,pesan & langsung dikirim. . . mantap,3 bulan lalu,1,pesan langsung dikirim mantap
697,715,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,5,pengiriman barang cepat dan rapi.   kualitas dispenser bagus dan mudah digunakan,3 bulan lalu,1,pengiriman barang cepat dan rapi kualitas dispenser bagus dan mudah digunakan
