Nama Pengguna,Produk,Rating,Ulasan,Tanggal
Riza,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,bintang 5,Ok,2 bulan lalu
Ocvans,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"ini mantap dari Sanken official langsung, selang sehari pesan barang langsung sampe rumah, semua berfungsi normal, baik, dan tanpa kurang suatu apapun. Thanks! 👍",2 bulan lalu
PT,Sanken Mesin Cuci Twin Tub TW-882BP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,baguss,2 bulan lalu
Monique,Sanken AW-S807 Mesin Cuci 1 Tabung 8Kg Top Loading,bintang 5,"barangnya original dan garansi.
pengirimnya baik mau install dan antar ke tempatnya. maturnuwun ya",2 bulan lalu
V***y,Sanken HWE-69BL Dispenser IC-Cool,bintang 2,Air rembes dari bawah dispenser dan sdh tanyakan ke penjual jawabannya hubungi service center,2 bulan lalu
ATIEK,Sanken DD-33 UV Dish Dryer Steriliser UV Sterilizer Baby Bottle,bintang 5,"Bagus, cukup besar, smoga awet, tks seller",2 bulan lalu
R***t,Sanken UV Anti Dust Mite Vacuum Cleaner SBV-120C HEPA Vakum Kasur Bed,bintang 5,"Sedotan nya kurang kuat, tp overall oke lah",2 bulan lalu
N***l,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,bintang 5,Manteb sih,2 bulan lalu
Narko,Sanken Dispenser Galon Bawah HWD-C500E Dispenser Bottom Kompresor,bintang 5,"Kiriman sudah sampai, terima kasih",2 bulan lalu
S***s,Sanken Kulkas 2 Pintu SK-V235A-BB Refrigerator 230 L,bintang 5,Barangnya original 👍 Hemat listrik ⚡ Penjualnya ramah banget Packaging aman 🙏 Respon penjualnya top,2 bulan lalu
Herry,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,bintang 5,mantab,2 bulan lalu
Felix,Sanken SJ-2100 Magic Com 1.8 L Black,bintang 5,"Rice cooker Sanken yg sudah pernah saya pakai sebelumnya kuat sampai lebih dr 5 tahun. 
Sekarang beli lagi dengan model yg sama karena kualitasnya.",2 bulan lalu
Vivi,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,bintang 5,Dispenser nya berfungsi dengan baik,2 bulan lalu
Dwi,Sanken Dispenser Galon Bawah HWD-C588 Xatria Pro Series LED Display,bintang 5,mantap.,2 bulan lalu
j***r,Sanken HWD-C200SS Water Dispenser Elektrik,bintang 2,"Saya baru beli 6 hari dr hari sabtu, pas dicoba bagus, hari keenam mati total, chat penjual, lama bales padahal lg online, tp ga dibaca atau dibalas, saya minta jawaban,... ",2 bulan lalu
Zainal,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,bintang 5,barang sudah saya terima.tapi belum sy inboximg,2 bulan lalu
Irfan,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,top fast respon,2 bulan lalu
Joko,Sanken Rice Cooker 1 Liter SJ-120H,bintang 5,semoga awet,2 bulan lalu
Mochamad,Sanken Dispenser Galon Bawah HWD-C553IC Xatria Pro Series,bintang 4,kurang dingin mnrtku,2 bulan lalu
A***a,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 3,proses dan waktu pengirimannya lebih diperhatikan lagi. kurir pengantar barang juga kurang ramah,2 bulan lalu
P***T,Sanken FS-700GR/BR Kipas Angin,bintang 5,mantap,2 bulan lalu
F***n,Sanken Mesin Cuci Twin Tub TW-882BP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"sehari krim, mantabz cepat",2 bulan lalu
Komarudin,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 4,"barang sesuai dg gambar 
mudah2an awet",2 bulan lalu
Herdanto,Sanken TW-1222 Mesin Cuci 2 Tabung 11KG,bintang 5,Proses cepat dan barang sampai tujuan dengan aman,2 bulan lalu
Furqon,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,mantap barangnya udah datang,2 bulan lalu
P***a,Sanken DD-33 UV Dish Dryer Steriliser UV Sterilizer Baby Bottle,bintang 5,Barang ori dan bagus. Respon penjual cepat. Proses mudah.,2 bulan lalu
Achmad,Sanken Magic Com SJ-1999M Kapasitas 1.8L Hitam,bintang 5,"barang ori, sdh jalan bulan ke 4 dan alhamdulillah ga ada kendala sama sekali.

top!",2 bulan lalu
Gus,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,barang ori bergaransi resmi cuma sayang pengirimannya ga sampai rumah kurirnya ga mau masuk k gang kecil. untung anakku pas pulang sekolah jadi dia yg angkat ke rumah.,2 bulan lalu
Aditya,Sanken Dispenser Galon Bawah HWD-C553IC Xatria Pro Series,bintang 5,Meskipun pengiriman lumayan lama tapi packing nya aman jadi barang tidak ada lecet atau rusak,2 bulan lalu
Firza,Sanken Kulkas 1 Pintu SK-V188A-BB Refrigerator Black 180 L,bintang 5,👍🏻👍🏻👍🏻,2 bulan lalu
Natanael,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,bintang 5,berfungsi dengan baik!,2 bulan lalu
Josavat,Sanken SJ-3030BK Magic Com 2L - Black,bintang 5,"Produk ori, pengiriman aman. Tq seller.",2 bulan lalu
siti,Sanken AW-S807 Mesin Cuci 1 Tabung 8Kg Top Loading,bintang 5,ini adalah pembelian mesin cuci Sanken yang kedua. mesin cuci Sanken pertama bisa bertahan 10 tahun. semoga Sanken mesin cuci kedua ini bisa awet seperti yang dulu. tetap... ,2 bulan lalu
T***a,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,bintang 5,"Barang ok, tp smpt ada kendala di pengiriman, barang blm sampai tp di status uda sampai. Sampainya bsknya loh haha",2 bulan lalu
Anthony,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,bintang 5,"Mantap, pesanan cepat. respon penjual cukup cepat.
Saya ng saya asumsi masukin galon ada sliding. ternyata nda. Secara keseluruhan ok.",2 bulan lalu
Haffizd,Sanken Mesin Cuci Twin Tub TW-882BP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"Seller Ramahh, produk original, bintang 5",2 bulan lalu
Rizky,Sanken Mesin Cuci Twin Tub TW-882BP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,alhamdulillah barang sudah sampai dengan selamat makasih ya seller dan kurir semoga awet dipakai,2 bulan lalu
Y***i,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 1,"Pengemasan dan pengiriman lama, tidak komunikatif.",2 bulan lalu
T***s,Sanken Mesin Cuci Twin Tub TW-882BP 9kg Mesin Cuci 2 Dua Tabung,bintang 4,pengiriman lamaaaaa. harus follow up terus sampe barang benar2 dikirim.,2 bulan lalu
Robita,Sanken ADR-210 / ADR-211 Setrika Listrik Gold Plated Warna Random,bintang 5,sangat OK,2 bulan lalu
Aris,Sanken Mesin Cuci Twin Tub TW-882BP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"bagus
cuma salah beli",2 bulan lalu
A***n,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,bintang 5,Mantap dan aman..,2 bulan lalu
Anton,Sanken HWD-Z99 Dispenser Dua Galon Bawah Atas Xatria Pro,bintang 5,"Mantap lgsg bs pakai, bagus 👍😊",2 bulan lalu
Iday,Sanken AW-S807 Mesin Cuci 1 Tabung 8Kg Top Loading,bintang 5,Good,2 bulan lalu
Timothy,Sanken UV Anti Dust Mite Vacuum Cleaner SBV-120C HEPA Vakum Kasur Bed,bintang 5,"Oke, barang mantap.",2 bulan lalu
A***s,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,bintang 5,"dispensernya blm terpasang n blm dicoba,semoga berfungsi dg baik.",2 bulan lalu
nova,Sanken DD-33 UV Dish Dryer Steriliser UV Sterilizer Baby Bottle,bintang 5,sesuai,2 bulan lalu
Elizabeth,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"Berfungsi baik, semoga awet",2 bulan lalu
erick,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,bagus,2 bulan lalu
Buddy,Sanken Dispenser Galon Bawah HWD-C500E Dispenser Bottom Kompresor,bintang 5,good hanya blm di coba,2 bulan lalu
Riefa,Sanken Dispenser Galon Bawah HWD-C500E Dispenser Bottom Kompresor,bintang 5,"Barang sesuai deskripsi, berfungsi normal",2 bulan lalu
Livina,Sanken Mesin Cuci Twin Tub TW-882BP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"barang aman, bisa berfungsi dgn baik",2 bulan lalu
Budi,Sanken Dispenser Duo Galon Bawah Atas HWD-Z79IC Xatria Pro Series,bintang 1,"Barang di terima rusak, di ajukan clam asuransi proses lama ampir 1 bulan , sdh waswas takut ga di clam karna barang sdh di kirim balik ke asuransi",2 bulan lalu
F***r,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,bintang 5,"Admin sangat membantu dalam proses pembelian walau saya chat pada waktu yang kurang pas, pengiriman Instant pun cepat dengan dari penjual di saat proses hingga saat dikir... ",2 bulan lalu
D***r,Sanken SJ-3030BK Magic Com 2L - Black,bintang 5,kualitas produknya mantaabz,2 bulan lalu
H***a,Dispenser Sanken Galon Bawah HWD-C555IC Dispenser Bottom Loading,bintang 5,"Ada kerusakan pada unit saat sampai, tapi bisa langsung claim garansi dan dikirimkan teknisi",2 bulan lalu
M***i,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,bintang 5,Mantapppppp Bagus,2 bulan lalu
M***M,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,All good,2 bulan lalu
paska,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,bintang 5,"cepat nyampenya, mudah mudahan awet",2 bulan lalu
S***a,Sanken Mesin Cuci Twin Tub TW-882BP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"sudah dapat garansi, barangnya berfungsi dgn baik

pengiriman juga cepat",3 bulan lalu
Sukamdhani,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,bintang 5,Barang bagus sesuai produksi !,3 bulan lalu
t***i,Sanken Mesin Cuci Twin Tub TW-882BP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,barang cepat datang. mesin cuci sip.,3 bulan lalu
Noza,Sanken HWD-Z78IC Water Dispenser Duo Gallon,bintang 5,dispensernya bagus. suhu air dinginnya pas untuk minum sehari2,3 bulan lalu
Andhika,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,pengiriman cepat,3 bulan lalu
d***y,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,bintang 5,"barang bagus, original pengiriman cepat",3 bulan lalu
t***o,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,mantaappss,3 bulan lalu
Edy,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,bintang 5,trimakasih gan,3 bulan lalu
Wisnu,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"Barang original, produk & spesifikasi sesuai",3 bulan lalu
P***i,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,Barang samapai sesuai dengan pesanan dan sampai dengan baik dan aman,3 bulan lalu
Tezar,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"original , pengiriman cepat",3 bulan lalu
Ferdi,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,bintang 5,Okkk,3 bulan lalu
d***k,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"fast respon, produk sesuai",3 bulan lalu
rahmat,Sanken UV Anti Dust Mite Vacuum Cleaner SBV-120C HEPA Vakum Kasur Bed,bintang 5,"Baguuus, mantaap, berfungsi dengan baik",3 bulan lalu
Trish,Sanken TW-1155FBK Mesin Cuci 2 tabung 9KG,bintang 5,Sngt cepat pengiriman nya dengan keadaan baik,3 bulan lalu
R***t,Sanken Dispenser Galon Bawah HWD-C553IC Xatria Pro Series,bintang 5,Mantap. Seller fas respond. Barang berfungsi dg baik  kurang dr 2 jam barang tiba by grab car.,3 bulan lalu
Delima,Sanken Mesin Cuci 2 Tabung TW-880NM Dua Tabung,bintang 5,barang original dan pengiriman cepat dan pe jual sangat kooperatif..semoga awet,3 bulan lalu
A***g,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,bintang 5,"Pengiriman cepat, barang sesuai, makasih",3 bulan lalu
C***o,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,bintang 5,"Barang bagus sesuai deskripsi...
Semoga awet thanks seller...",3 bulan lalu
Ferdianto,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,bintang 5,bagus,3 bulan lalu
a***r,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,bintang 5,barang sesuai deskripsi kondisi oke packing rapih top markotop,3 bulan lalu
Heri,Sanken Dispenser Galon Bawah HWD-C500E Dispenser Bottom Kompresor,bintang 5,"Fast respon, fast delivery.",3 bulan lalu
Dewi,Sanken HWE-69CW Dispenser IC-Cool,bintang 5,okelah walau pengiriman oleh kurir toko agak lama.,3 bulan lalu
l***h,Sanken Dispenser Galon Bawah HWD-C500E Dispenser Bottom Kompresor,bintang 5,Mantappp,3 bulan lalu
gunung,Sanken AW-S807 Mesin Cuci 1 Tabung 8Kg Top Loading,bintang 5,"barang original, ada garansinya, harga kompetitif n seller responshif",3 bulan lalu
Valentina,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,bintang 5,mantap,3 bulan lalu
Luis,Sanken FS-800BK Kipas Angin,bintang 5,"Barang ori, pengiriman cepat, semua sesuai deskripsi. 
Recommended seller",3 bulan lalu
D***i,Sanken UV Anti Dust Mite Cordless Vacuum Cleaner SBV-200L HEPA Vakum,bintang 5,"seller baik dan responsif. pengiriman cepat. vakumnya bagus dengan harga sgitu. ringan dan dichargenya mudah. sdh sy tes, nyala. mudah2an awet. tp ckp tenang, krn seller... ",3 bulan lalu
Jane,Sanken Dispenser Galon Bawah HWD-C500E Dispenser Bottom Kompresor,bintang 5,pengiriman cepat dan barang original,3 bulan lalu
ikhsanid,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,produk bekerja dengan baik,3 bulan lalu
omjus,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,bintang 5,pesan & langsung dikirim...mantap,3 bulan lalu
F***o,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,bintang 5,pengiriman barang cepat dan rapi.  kualitas dispenser bagus dan mudah digunakan,3 bulan lalu
Kia,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,mantappp.. Semoga barangnya rekomen dan awet dipakai..,3 bulan lalu
Dedhi,Sanken HWE-69CW Dispenser IC-Cool,bintang 5,"Barang murah, kualitas bagus, support juga bagus. Call 1 hari besoknya sudah datang dan diperbaiki",3 bulan lalu
BlaiseCB,Sanken Dispenser Galon Bawah HWD-C553IC Xatria Pro Series,bintang 5,it arrived in good condition works fine so far,3 bulan lalu
Muhamad,Sanken Rice Cooker 1 Liter SJ-120H,bintang 5,"barang ori.
pakingan rapih.",3 bulan lalu
m***a,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"respon chat cepat, adminnya mantap",3 bulan lalu
W***y,Sanken DD-33 UV Dish Dryer Steriliser UV Sterilizer Baby Bottle,bintang 5,"Barang mendarat dengan aman di surabaya pakai cargo jne. tidak ada cacat sama sekali. Produk cocok karena saya butuh ukuran yg lebih kecil, keliatan cukup elegant di taru... ",3 bulan lalu
Adri,Sanken Water Dispenser HWD-C580S-BK Galon Bawah,bintang 5,"Material Produk Bagus Ukuran Produk Sesuai Produk Berfungsi Dengan Baik Kualitas Produk Bagus, tinggal coba dijalankan mudah2an aman tidak ada masalah",3 bulan lalu
N***a,Sanken Dispenser Galon Bawah HWD-C500E Dispenser Bottom Kompresor,bintang 5,Pengiriman cpt + berfungsi dgn baik. makasih seller,3 bulan lalu
sadly,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,terimkasih barang y sudah smpai. barang y lumayan bagus. smg awet dan tahan untuk pemakaian jangka panjang.,3 bulan lalu
L***a,Sanken Mesin Cuci Twin Tub TW-882BP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"Packaging aman 🙏, pengiriman cepat. Semoga awet. Penjualnya ramah banget",3 bulan lalu
Christina,Sanken Dispenser Galon Bawah HWD-C500E Dispenser Bottom Kompresor,bintang 5,"Pengiriman cepat, barang mulus walaupun disc 48% semua berfungsi dengan baik👍👍",3 bulan lalu
Andre,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,bintang 5,"barang original, semuanya berfungsi dengan baik, air dingin bukan air es mantap, semoga awet",3 bulan lalu
Sepatu,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,bintang 5,Mantap,3 bulan lalu
Zainma,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,bintang 5,mantap keren pula dan listrik irit,3 bulan lalu
Ali,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,bintang 5,berfungsi dengan baik,3 bulan lalu
m***h,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,bintang 5,Sesuai tp lum dicoba. Tq Sanken official,3 bulan lalu
R***a,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,Mantap,3 bulan lalu
D***s,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"bagus, original, warna keren, pengiriman cepat",3 bulan lalu
Ferdi,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,bintang 5,Mantapp,3 bulan lalu
syahrizal,Sanken Dispenser Infinite Series Duo Gallon DA-15SS Premium Stainless,bintang 5,"Barang Sudah d terima, terapi belum d coba, semoga aman",3 bulan lalu
Munjirin,Sanken HWD-Z99 Dispenser Dua Galon Bawah Atas Xatria Pro,bintang 5,"Alhamdulillah dispensernya sudah sampai dan sudah kita pake,barangnya bagus ada monitoring suhu
Mantap barangnya",3 bulan lalu
Firdha,Sanken Kulkas Satu Pintu SK-V175A-BB Hitam,bintang 5,Bisa muat banyak Barangnya original 👍 Gampang dipakai Mutu terjamin SNI Ada garansi resmi Hemat listrik ⚡ Desainnya elegan ✨ Proses pesanan cepat Penjualnya ramah banget... ,3 bulan lalu
S***a,Sanken SJ-2100 Magic Com 1.8 L Black,bintang 3,Penyok,3 bulan lalu
Alfons,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,bintang 5,Kondisi berfungsi dengan baik 👍,3 bulan lalu
Dian,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"alhamdulilah.. barang sampe, sesuai pesanan, pengiriman cepat, kmren pesen, hr ini sore sudah sampai.. amanah, CS juga responsif.. recomended pokoknya.. haturnuhun",3 bulan lalu
Mickyisme,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,bintang 5,mantap original,3 bulan lalu
Samgar,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,bintang 5,"Barang sesuai pesanan dan jelas original. 
Admin responsif, pengiriman cepat dan sesuai estimasi.",3 bulan lalu
Yanuri,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,bintang 5,"mudah2 an awet, pengiriman barang super cepat sekali, mantap",4 bulan lalu
Iwan,Sanken Mesin Cuci 2 Tabung TW-880NM Dua Tabung,bintang 5,ok mantaaaaap,4 bulan lalu
hercules,Sanken Dispenser Galon Bawah HWD-C500E Dispenser Bottom Kompresor,bintang 5,barangnya bagus tapi pesok mungkin pengirimannya kali,4 bulan lalu
F***n,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,bintang 5,"Sesuai dengan gambar dan deskripsi. Barang diterima dengan baik, dilapisi dengan buble wrap yg lumayan tebal. Semoga dispensernya awet.",4 bulan lalu
ANDI,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"Barang original, jadi dapat garansi juga. Pasang nya gampang & semua berfungsi dengan baik mantap.

Khusus kurir sangat tidak ramah, bawa barang kurang hati hati.",4 bulan lalu
gagas,Sanken Kulkas Satu Pintu SK-V165A-BB Hitam,bintang 5,Mantap,4 bulan lalu
j***a,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,bintang 5,tnks gan. semoga awet,4 bulan lalu
Wasito,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"Barang nyampe tanpa cacat, belum d coba tp semoga awet..",4 bulan lalu
R***o,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,bintang 5,sdh diterima semoga ga ada  masalah,4 bulan lalu
M***a,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,bintang 2,Kurang dingin yg coldnya,4 bulan lalu
Hari,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,bintang 1,"csnya kaya kurang gaji, respondnya kaya robot. tidak solutif dan lama pengiriman tidak jelas. mending beli offline aja",4 bulan lalu
V***a,Sanken HWD-Z99 Dispenser Dua Galon Bawah Atas Xatria Pro,bintang 5,Material Produk Bagus Ukuran Produk Sesuai Produk Berfungsi Dengan Baik Kualitas Produk Bagus,4 bulan lalu
merina,Sanken HWE-69BL Dispenser IC-Cool,bintang 5,"Mantap produk sesuai deskripsi,packing rapih,tepat waktu respon penjual cepat,ramah terima kasih kak dan Toped",4 bulan lalu
Indra,Sanken Dispenser Duo Galon Bawah Atas HWD-Z79IC Xatria Pro Series,bintang 5,"Material Produk Bagus, Produk Berfungsi Dengan Baik",4 bulan lalu
I***h,Sanken SJ-150 Magic Com 1.2L - Black,bintang 5,barang original .TOP.,4 bulan lalu
d***a,Sanken Kulkas Satu Pintu SK-V175A-BB Hitam,bintang 5,Barangnya original 👍 Ada garansi resmi,4 bulan lalu
Sim,Sanken Showcase SRS-50R6 Minibar Mini Bar Kulkas Hotel Portable,bintang 3,tidak dingin,4 bulan lalu
Budi,Dispenser Sanken Galon Bawah HWD-C106 Dispenser Bottom Loading,bintang 5,dispenser dah di test setelah didiamkan 5 jam sesuai petunjuk suplier. Dispenser jalan sempurna,4 bulan lalu
Suriyanto,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,bintang 4,barang sesuai pesanan sayang pengiriman agak lama jd kasih *4 aja,4 bulan lalu
Andrianto,Sanken Solar Water Heater SWH-HP150L Kapasitas 150L Pressio,bintang 4,Produk Sesuai Deskripsi,4 bulan lalu
Nurul,Sanken TW-1127GSL Mesin cuci 2 tabung 9KG Chrome Handle,bintang 1,saya di janjikan datang teknisi berulang x di tlp dari tokped tapi ga ada 1 pun teknisi yg dateng,4 bulan lalu
Hariyanto,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"Alhamdulillah barang sudah sampai dengan selamat, packingan bagus, barang berfungsi dengan baik, seller ramah, kurir toko pun juga ramah, desain dan fitur barang bagus se... ",4 bulan lalu
B***n,Sanken Mesin Cuci Twin Tub TW-882BP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"barang original, 

tapi kalo kirim via gosend  hati hati dimintain biaya tambahan dalih lewat tol padahal waktu mantau pengiriman ngak ada lewat tol, padahal emang mau ng... ",4 bulan lalu
Prijo,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,bintang 5,Alhamdulillah.... Maanntaaabb.... Thank U ya Gan... Barang sesuai pesanan... Kemasannya OK.…. Waktu pengiriman OK....... Recomended Seller deh... Sukses terus ya Gan...,4 bulan lalu
Dias,Sanken Mesin Cuci Twin Tub TW-882BP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"alhamdulillah akhirnya punya mesin cuci, terimakasih seller",4 bulan lalu
Wan,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,bintang 5,perfect...toko hebat ini mah .jam 4 order .masih diantar jg instant .bintang 7 ini .sukses sllu..thanks seller,4 bulan lalu
Auriel,Sanken SJ-2500BK Magic Com 1.8L Hitam,bintang 5,"Buat bpk Grabnya, makasih banyak ya udah pickup barang saya. Padahal dari ujung keujung alamatnya, enggatau kalo ternyata sejauh itu. Makasih banyak",4 bulan lalu
Mr,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"mendarat dengan selamat, cepat , barang bagus, original , mulus , terimaksih",4 bulan lalu
BANG,Sanken Mesin Cuci 2 Tabung TW-880NM Dua Tabung,bintang 5,"barang bagus sudah di coba tdk ada kendala,garansi resmi sanken indonesia,konsumsi listrik hemat,pengiriman lumayan cepat lah pakai kurir toko sendiri,order tgl 4 okt tgl... ",4 bulan lalu
Michael,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,bintang 5,good services,4 bulan lalu
Astrid,Sanken HWD-C533IC Dispenser Bottom Loading,bintang 5,Produk sesuai deskripsi. Harga bersaing. Kekurangannya hanya pengirimannya yang lama.,4 bulan lalu
Andryciptaadiman,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 4,kecewa sama yang anter,4 bulan lalu
Ananda,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,bintang 5,Kualitas materialnya bagus. Cara pemakaiannya cukup mudah. Fitur hot & cold nya bagus. Safety di pemanasnya bekerja dengan baik. Ukurannya ringkas.,4 bulan lalu
Yudha,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,bintang 5,"Kualitas cukup ok, packing aman dan rapi sekali, barang tiba dengan aman.",4 bulan lalu
R***u,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"barang berfungsi dengan sangat baik. memutarnya cepat, dan tidak bising juga tidak getar.",4 bulan lalu
Sri,Sanken SJ-130H Magic Com 1L - Black,bintang 5,"barang ori, panci sehat stainless ateel, mantap, langsung dipakai",4 bulan lalu
M***d,Sanken SJ-2500 Magic Com 1.8L Red,bintang 1,"Minta retur tukar malah pengembalian dana, jadi rugi ongkir padahal produknya yang cacat",4 bulan lalu
Lasan,Sanken Dispenser Bottom Loading HWD-C590G-BK Hitam,bintang 5,Pengiriman cepat dan mendarat dgn aman👍👍👍 berfungsi dgn baik,4 bulan lalu
H***o,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,bintang 5,good stuff,4 bulan lalu
B***e,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,bintang 5,Sampai dengan aman. Berfungsi baik. Terima kasih!,4 bulan lalu
Rainmon,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,bintang 5,barang ok packingan ok.....,4 bulan lalu
D***l,Sanken UV Anti Dust Mite Vacuum Cleaner SBV-120C HEPA Vakum Kasur Bed,bintang 5,bagus dan cepat,4 bulan lalu
m***n,Sanken Dispenser Galon Bawah HWD-C500E Dispenser Bottom Kompresor,bintang 5,good,4 bulan lalu
