Nama Pengguna,Produk,Rating,Ulasan,Tanggal
Yogo,POLYTRON Kulkas 2 Pintu Belleza 240 liter PRM 28CMS,bintang 4,Warna di luar expektasi sih. Cuma sesuai harga. Bahan serba plastik saat ini. Tidak keliatan mewah. Saran yang mau beli mending pilih kulkas yg lebih mahal yg ada inverte... ,1 bulan lalu
h***l,POLYTRON Mesin Cuci 2 Tabung Giant Series 7 KG PWM 7073,bintang 5,"Produk bagus, harga ekonomis, semoga awet, pengiriman ok, respon cepat. Terima kasih.",1 bulan lalu
A***n,"POLYTRON Cinemax Digital LED TV 32"" PLD 32TV1855",bintang 5,Belum dibuka positive thinking aja,1 bulan lalu
Valentine,POLYTRON Kulkas 1 Pintu Belleza 180 liter PRA 18,bintang 5,Barang aman sampai rumah. Admin responsible.,1 bulan lalu
G***t,POLYTRON Multimedia Speaker PMA 9527 /BA,bintang 5,"desain barang bagus, kualitas suara lebih bagus dr seri di bawah nya",1 bulan lalu
a***o,POLYTRON Showcase 280 Liter SCN 238X,bintang 5,"Thankyou
barang sampai dengan aman, walaupun sampe rumah jam 2 malem. Yg penting aman 
thank's",1 bulan lalu
Abdul,POLYTRON Active Speaker PAS 8EF28,bintang 5,walaupun ga sesuai pesanan barang yg dikirim. semoga awet,1 bulan lalu
Ibnu,POLYTRON Kulkas 2 Pintu Beauty metal door 210 liter PRB 219,bintang 5,kulkasnya okeh bagus tapi emang lama dikirimnya doang,1 bulan lalu
M***d,POLYTRON Kulkas 1 Pintu Belleza 160 liter PRA 16DMY,bintang 1,buat pengalaman aja beli barang seperti ini dan sejenis nya lebih baik ke toko offline saja. besi bawah tidak rata bekas hancur dari sana di tempel lakban silver biar tid... ,1 bulan lalu
parhan,POLYTRON Kulkas 2 Pintu Side By Side 450 liter PRS 455S,bintang 4,"sudah beberapa hari sampai dan dipakai barang nya berkerja secara normal.

paling kendala sedikit di third party kurir yang dipake toko ini aja.
tidak jelas informasi yan... ",1 bulan lalu
Maximus,"POLYTRON SMART DIGITAL TV 24""  PLD 24CV1869",bintang 5,Produk sampai dalam keadaan lengkap dan tanpa cacat sesuai pesanan. Terima kasih.,1 bulan lalu
T***i,POLYTRON Kulkas 2 Pintu Side By Side 450 liter PRS 455S,bintang 5,"kulkas nya bagus sesuai harapan, material kokoh tebel mantep pokoknya",1 bulan lalu
Hermawan,Polytron Speaker PPB W05A6,bintang 5,Suaranya mantap 🔊 Kualitas boleh diadu Desain elegan Bahannya kokoh Proses pesanan cepat,1 bulan lalu
rexi,POLYTRON Multimedia Speaker PMA 9522 /B,bintang 5,"barang sesuai , real pick, semoga awett",1 bulan lalu
R***a,POLYTRON Dispenser Galon Bawah PWC 500,bintang 5,"mantap berfungsi kualitas ok,aman smpai tujuan,pengiriman bisa di dikordinasikan",1 bulan lalu
Eni,POLYTRON Mesin Cuci 1 Tabung Zeromatic Laguna Hijab 8 KG PAW 8028,bintang 5,"barang keadaan baik, pengiriman cepat, semoga awet",1 bulan lalu
ipin,POLYTRON Mesin Cuci 2 Tabung Giant Series Hijab 8 KG PWM 8076,bintang 5,"terbaik, mesin cuci normal semua terimakasih",1 bulan lalu
Kirana,POLYTRON Kulkas 1 Pintu Belleza 180 liter PRA 18,bintang 5,"Motifnya sesuai dan cantikk , berfungsi dengan baik, semoga awet dan yg lebih penting cepet banget pengirimannya (pertahankan)",1 bulan lalu
Sebastian,POLYTRON Multimedia Speaker PMA 9527 /BA,bintang 5,"pma9527 kualitas bagus, tapi pengiriman tolong diperbaiki, trims",1 bulan lalu
ita,POLYTRON Smart Cinemax Android TV 43 inch PLD 43TAG9959,bintang 5,"mantap lah semoga awet, pengiriman jga cepat ternyata",1 bulan lalu
Diyan,POLYTRON 4K UHD Smart Cinemax Soundbar Google TV 43 Inch PLD 43BUG5959,bintang 5,"Barang bagus, Pengiriman Cepat, Harga Murah... Support Local..👍",1 bulan lalu
Hendro,Polytron AC Neuva Pro 1/2 PK PAC 05VZ,bintang 1,untuk barang tidak ada masalah tapi buat yang belum ada pengalaman jasa pasang ac sebaiknya jangan beli yang jual unitnya saja tapi beli yang sepaket dengan instalasi kar... ,1 bulan lalu
R***y,POLYTRON Mesin Cuci 1 Tabung Zeromatic Hijab 7.5 KG PAW 75518B,bintang 5,Barang ok dan mulus....namun untuk saran proses pengiriman agar lebih disinkronkan supaya tidak terjadi Miss komunikasi antara pembeli dan penjual,1 bulan lalu
rexi,POLYTRON Multimedia Speaker PMA 9522 /B,bintang 5,"barang sesuai , real pick, semoga awett",1 bulan lalu
R***a,POLYTRON Dispenser Galon Bawah PWC 500,bintang 5,"mantap berfungsi kualitas ok,aman smpai tujuan,pengiriman bisa di dikordinasikan",1 bulan lalu
Eni,POLYTRON Mesin Cuci 1 Tabung Zeromatic Laguna Hijab 8 KG PAW 8028,bintang 5,"barang keadaan baik, pengiriman cepat, semoga awet",1 bulan lalu
ipin,POLYTRON Mesin Cuci 2 Tabung Giant Series Hijab 8 KG PWM 8076,bintang 5,"terbaik, mesin cuci normal semua terimakasih",1 bulan lalu
Kirana,POLYTRON Kulkas 1 Pintu Belleza 180 liter PRA 18,bintang 5,"Motifnya sesuai dan cantikk , berfungsi dengan baik, semoga awet dan yg lebih penting cepet banget pengirimannya (pertahankan)",1 bulan lalu
Sebastian,POLYTRON Multimedia Speaker PMA 9527 /BA,bintang 5,"pma9527 kualitas bagus, tapi pengiriman tolong diperbaiki, trims",1 bulan lalu
ita,POLYTRON Smart Cinemax Android TV 43 inch PLD 43TAG9959,bintang 5,"mantap lah semoga awet, pengiriman jga cepat ternyata",1 bulan lalu
Diyan,POLYTRON 4K UHD Smart Cinemax Soundbar Google TV 43 Inch PLD 43BUG5959,bintang 5,"Barang bagus, Pengiriman Cepat, Harga Murah... Support Local..👍",1 bulan lalu
Hendro,Polytron AC Neuva Pro 1/2 PK PAC 05VZ,bintang 1,untuk barang tidak ada masalah tapi buat yang belum ada pengalaman jasa pasang ac sebaiknya jangan beli yang jual unitnya saja tapi beli yang sepaket dengan instalasi kar... ,1 bulan lalu
R***y,POLYTRON Mesin Cuci 1 Tabung Zeromatic Hijab 7.5 KG PAW 75518B,bintang 5,Barang ok dan mulus....namun untuk saran proses pengiriman agar lebih disinkronkan supaya tidak terjadi Miss komunikasi antara pembeli dan penjual,1 bulan lalu
R***a,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,bintang 5,Sudah langsung di pasang. Packaging nya rapih. Shipping cepet. Mudah2an awet. Terima kasih,Hari ini
Dimas,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,bintang 5,semua berfungsi,1 hari lalu
dv,Sanken UV Anti Dust Mite Vacuum Cleaner SBV-120C HEPA Vakum Kasur Bed,bintang 3,"vacum mudah panas tidak menyedot debu bahkan rambut pun tidak terhisap. 
baru sebulan udah bau hangit alias gosong.",1 hari lalu
Michael,Sanken Dispenser Galon Bawah HWD-C553IC Xatria Pro Series,bintang 5,"packing oke, barang oke , diskon oke",2 hari lalu
Lembayung,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,baguss barang original,2 hari lalu
Harini,Sanken SJ-150 Magic Com 1.2L - Black,bintang 5,"barang original, Alhamdulillah ga ada defect/kerusakan...udah dicoba nasi matang sempurna. saran aja kl mau masak nasi dlebihin sedikit airnya dari panduan garis yg di po... ",3 hari lalu
Rm,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,bintang 5,"luar biasa barang sesuai, kondisi oke, packing mantap",3 hari lalu
Richardus,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,bintang 5,❤️❤️❤️❤️❤️❤️,3 hari lalu
F***l,Sanken Mesin Cuci 2 Tabung 10Kg TW-1125GMR Deluxe,bintang 2,sangat kecewa dengan pelayanan customer service atau admin online shop yang sangat tidak responsif. menjanjikan ini itu tapi semuanya sama sekali gak ada yang terealisasi... ,4 hari lalu
j***y,Sanken HWD-Z78IC Water Dispenser Duo Gallon,bintang 5,Semoga awet,4 hari lalu
RINTO,Sanken UV Anti Dust Mite Vacuum Cleaner SBV-120C HEPA Vakum Kasur Bed,bintang 4,"kurirnya kurang recomend, seminggu brg tdk dikirim, cari yg lebih baik ya ka, makasi",4 hari lalu
R***o,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,bintang 5,mantap....,5 hari lalu
D***e,Sanken Mesin Cuci 2 Tabung 10Kg TW-1125GMR Deluxe,bintang 5,ok manatap,5 hari lalu
Jerryco,Sanken Dispenser Duo Galon Bawah Atas HWD-Z79IC Xatria Pro Series,bintang 5,"Seller informatif, packing rapi, pengiriman cepat, produk sesuai foto & deskripsi, serta berfungsi dengan baik 👍",6 hari lalu
Nunu,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,bintang 5,Pengiriman cepat. Pengemasan baik. Barang sejak 3 hari diterima berjalan dengan baik.,1 minggu lalu
J***y,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,bintang 5,kualitas sangat baikkkk,1 minggu lalu
R***n,Sanken TW-1222 Mesin Cuci 2 Tabung 11KG,bintang 5,"Kapasitas besar, cucian bersih, gampang cara pakainya",1 minggu lalu
sukandar,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,barang original dan sangat bagus kualitas ya. tokoh ya sangat amanah dan respon,1 minggu lalu
Ronny,Sanken UV Anti Dust Mite Vacuum Cleaner SBV-120C HEPA Vakum Kasur Bed,bintang 5,barang bagus dan langsung pakai hasill OK..,1 minggu lalu
S***i,Sanken HWD-Z88 Water Dispenser Duo gallon,bintang 5,"barang dah nyampe rumah, selamat sampai tujuan",1 minggu lalu
R***y,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,bintang 5,good,1 minggu lalu
F***y,Sanken Mesin Cuci Twin Tub TW-882BP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,sampai cepat datang. berfungsi  langsung Di pakai,1 minggu lalu
I***u,Sanken Mesin Cuci 2 Tabung TW-880NM Dua Tabung,bintang 5,Oke berfungsi dengan baik...,1 minggu lalu
Puji,Sanken Mesin Cuci 2 Tabung 10Kg TW-1125GMR Deluxe,bintang 1,"pelayanan pengiriman yang lambat sekaliii 
butuh cepat karena ada anak bayi yg banyak cucian dikirim 3 hariiii",1 minggu lalu
Gema,Sanken Dispenser Galon Bawah HWD-C588 Xatria Pro Series LED Display,bintang 1,"Driver hanya mengirim barang, tidak membantu penurunan barang… tidak membantu memasangkan dan memastikan brang dalam kondisi baik.
Tau begitu ga saya kasi shere lokasi….... ",1 minggu lalu
Dr,Sanken UV Anti Dust Mite Cordless Vacuum Cleaner SBV-200L HEPA Vakum,bintang 5,👍👍👍👍🙏,1 minggu lalu
D***y,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,bintang 5,Terima kasih barang sudah sampai dan berfungsi dengan baik,1 minggu lalu
P***T,Sanken FS-700GR/BR Kipas Angin,bintang 5,mantap,2 minggu lalu
Farid,Sanken Dispenser Duo Galon Bawah Atas HWD-H230SS Oasis Stainless Steel,bintang 5,"kualitas barang bagus tp agan2 semua hati2 dalam memilih jasa kurir, nih ada buktinya dispenser saya dibolak balik ama sikurir pdhal peringatan di penjual udah jelas bahw... ",2 minggu lalu
N***a,Sanken FS-700GR/BR Kipas Angin,bintang 5,"Partnya lengkap semua dan kipasnya bekerja dengan baik, angin kenceng.",2 minggu lalu
Air,Sanken Mesin Cuci Twin Tub TW-882BP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,mendarat dgn selamat walaupun agak lama pengiriman nya .. Alhamdulillah dapat pas diskon banyak,2 minggu lalu
Khakmi,Sanken UV Anti Dust Mite Vacuum Cleaner SBV-120C HEPA Vakum Kasur Bed,bintang 5,"barang bagus, sedotannya kuat, cocok buat bersihin kasur springbed 👍",2 minggu lalu
Laura,Dispenser Sanken Duo Gallon DA-21G Dispenser Galon Bawah Atas,bintang 5,"sesuai pesanan, seller aktif, kurir ramah, terima kasih.",2 minggu lalu
Y***i,Sanken Dispenser Galon Bawah HWD-C588 Xatria Pro Series LED Display,bintang 5,Packing sudah bubble wrap. Kondisi barang diterima dengan baik.,2 minggu lalu
ANDI,Sanken AW-S807 Mesin Cuci 1 Tabung 8Kg Top Loading,bintang 5,"Aman, barang bagus, berfungsi dgn baik.",2 minggu lalu
susilawati,Sanken Rice Cooker 1 Liter SJ-203 Warna Random,bintang 5,pengiriman mantap.. same Day.. sore sudah sampai.. produk OK,2 minggu lalu
Mulia,Sanken Dispenser Galon Bawah HWD-C500E Dispenser Bottom Kompresor,bintang 5,mantap,2 minggu lalu
Hermawan,Sanken AW-S807 Mesin Cuci 1 Tabung 8Kg Top Loading,bintang 5,"langsung dites dan hasilnya aman, semoga awet",2 minggu lalu
Wulan,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,bintang 5,"paket cepat datang
kwalitas barang bagus 
semoga pejualan nya semakin sukses",2 minggu lalu
B***o,Sanken SJ-200 Magic Com 1L -Red,bintang 4,"+ gampang bersihin
- ukuran 1L ga cukup buat 1 keluarga, kalo buat anak kos pas nih, maks 1,5 hari kalo lebih nasinya jadi kering",2 minggu lalu
hasan,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,bintang 5,bagus barang jos,2 minggu lalu
H***i,Sanken Dispenser Galon Bawah HWD-C588 Xatria Pro Series LED Display,bintang 4,"produk bagus, original, diskon besar dapat 
pengiriman dan kurir lama",2 minggu lalu
IIN,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,barang sudah sampai,2 minggu lalu
R***a,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,bintang 5,"barang oke. walau bagian belakang agak kurang rapat yaa. air panas berfungsi. air dingin bekerja. order malem, besok siangnya dateng.",2 minggu lalu
d***d,Sanken Dispenser Duo Galon Bawah Atas HWD-Z79IC Xatria Pro Series,bintang 5,"barang sampai bandar lampung dengan aman. semua berfungsi dengan normal. semoga awet, aamiin",2 minggu lalu
Kendy,Sanken SJ-2000M-LG Magic Com 1.8 L Light Green,bintang 5,"sudah sampai dengan aman, packing aman",2 minggu lalu
G***a,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"Sejauh ini, semoga awet.",2 minggu lalu
Dila,Sanken Mesin Cuci 2 Tabung 10Kg TW-1125GMR Deluxe,bintang 5,"Barang sampai dengan aman, kurir toko ramah dan sangat membantu",3 minggu lalu
Y***s,Sanken Mesin Cuci 2 Tabung TW-880NM Dua Tabung,bintang 5,"Setelah dipakai beberapa kali barang nya ok lah sangat bermanfaat, thanks",3 minggu lalu
d***i,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,bintang 5,Oke pake bagettt👍🏻👍🏻,3 minggu lalu
Yunita,Sanken UV Anti Dust Mite Vacuum Cleaner SBV-120C HEPA Vakum Kasur Bed,bintang 5,sampai dengan selamat barangnya tanpa rusak,3 minggu lalu
ompu,Sanken AW-S807 Mesin Cuci 1 Tabung 8Kg Top Loading,bintang 5,telah diterima dengan baik masih dalam box.,3 minggu lalu
Jayus,Sanken Dispenser Galon Bawah HWD-C553IC Xatria Pro Series,bintang 5,barang original keren,3 minggu lalu
Nur,Sanken SJ-2500BK Magic Com 1.8L Hitam,bintang 3,"mungkin masalah dari pengiriman,, dan lupa di video efek di unboxin ortu",3 minggu lalu
Ahmad,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,bintang 5,"Alhamdulillah barang sampai dengan selamat dan berfungsi dengan baik. 
semoga awet.. Aamiin",3 minggu lalu
Michael,Sanken SG-369 DX2 Kompor Gas 2 Tungku,bintang 5,"Sedaaaap. Kompor terbaik, tungku api besar, ada api lilin Dan yg paliiiing penting, permukaan kaca yg mudah bgt dibersihin. Mantaaap❤️",3 minggu lalu
Rachmat,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,alhamdulillah barang sdh sampai...semoga berfungsi dengan baik dan awet...terimakasih...,3 minggu lalu
M***d,Sanken SJ-2500BK Magic Com 1.8L Hitam,bintang 5,Pengiriman hanya di hari kerja. Cepat.,3 minggu lalu
Budiman,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"putaran bagus,body agak ringkih",3 minggu lalu
L***i,Sanken UV Anti Dust Mite Vacuum Cleaner SBV-120C HEPA Vakum Kasur Bed,bintang 4,"beratnya mantap, nggak perlu ditekan. tapi sedotannya manaaa....?🥺",3 minggu lalu
h***a,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"Overall mantab, langsung sat set seller nya",3 minggu lalu
amir,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,bintang 5,"bagus
ga penyok
dah mendarat di Sorong Papua Barat daya",3 minggu lalu
M***d,Sanken UV Anti Dust Mite Vacuum Cleaner SBV-120C HEPA Vakum Kasur Bed,bintang 5,barang ori dan berfungsi dengan baik,3 minggu lalu
A***f,Sanken TW-1127GSL Mesin cuci 2 tabung 9KG Chrome Handle,bintang 5,👍🏻,3 minggu lalu
A***a,Sanken SJ-3030BK Magic Com 2L - Black,bintang 5,"Pengiriman cepat, packaging, layanan dan produk bagus",3 minggu lalu
Alex,Dispenser Sanken Duo Gallon DA-21G Dispenser Galon Bawah Atas,bintang 5,"brg sdh di trm dgn baik, sudah sy tes jg smw berfungsi normal, smoga awet, trmksh sanken , sukses selalu",4 minggu lalu
d***i,Sanken AW-S866PP Mesin Cuci Top Loading 7KG,bintang 5,"makasih barang sudah sampai, mudah-mudahan awet",4 minggu lalu
rahadian,Sanken Dispenser Galon Bawah HWD-C588 Xatria Pro Series LED Display,bintang 5,"kualitas bagus, designnya bagus, dan dinginnya mantap",4 minggu lalu
Edris,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,bintang 5,Barang sudah diterima dengan Baik. langsung di coba. semoga awet dan tahan lama,4 minggu lalu
I***s,Sanken 32 Inch Smart LED TV FHD SLE-32SH101SC Digital TV Dolby Audio,bintang 3,"khusus produk tv baik namun sayang sekali yang dikirim tidak sesuai dengan deskripsi seharusnya yang didapat (tidak lengkap), sudah ajukan komplain ternyata di approve un... ",4 minggu lalu
Intan,Sanken AW-S807 Mesin Cuci 1 Tabung 8Kg Top Loading,bintang 5,"samapi dengan cepat dan selamat, cuma kurirnya selesai sampai kirim aja.
klo pasang keran kita sendiri. beda klo sama beli ditoko langsung",1 bulan lalu
L***o,Sanken SJ-2500BK Magic Com 1.8L Hitam,bintang 5,"respon seller baik menyarankan mana yang terbaik, sukses selalu buat toko",1 bulan lalu
Hanung,Sanken AW-S807 Mesin Cuci 1 Tabung 8Kg Top Loading,bintang 4,"barang sesuai spesifikasi dan kondisi baik. hanya saja biaya ekstra pengantaran barang seperti tol dan parkir dibebankan kepada customer yg menerima, walaupun sudah memba... ",1 bulan lalu
nurul,Sanken SJ-3030BK Magic Com 2L - Black,bintang 5,"bagus, cuma agak peyok di bagian depannya",1 bulan lalu
H***z,Sanken Rice Cooker 1 Liter SJ-120H,bintang 5,01 AMIN Anies - Muhaimin,1 bulan lalu
Rio,Sanken HWD-Z88 Water Dispenser Duo gallon,bintang 5,okay,1 bulan lalu
Trian,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,Sip. Engine purr like kitten. Gearbox smooth. Open filter. Overall ready to race,1 bulan lalu
W***y,Sanken DD-60 Dish Dryer,bintang 5,produk dikirim aman dan selamat semua..berfungsi dengan sangat baik dan muat banyak..memuaskan.. thanks seller,1 bulan lalu
I***n,Sanken SJ-3030BK Magic Com 2L - Black,bintang 5,Cepat dan barangnya bagus,1 bulan lalu
Wasis,Sanken Dispenser Galon Bawah HWD-L130SS-WH Oasis Stainless Steel,bintang 5,"Cakep, fast response dan fast delivery juga…semoga sanken tetap mempertahankan quality dan servicenya jg keren.",1 bulan lalu
Yong,Sanken UV Anti Dust Mite Vacuum Cleaner SBV-120C HEPA Vakum Kasur Bed,bintang 3,lampu UVnya tidak mau nyala,1 bulan lalu
M***d,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,bintang 5,Barang sudah sampai dengan selamat terima kasih🙏🏻🙏🏻sukses selalu untuk tokonya🙏🏻🙏🏻,1 bulan lalu
G***e,Sanken Kulkas 1 Pintu SK-V198A-BB Refrigerator Black 190 L,bintang 2,"barang sedikit bermasalah didatengkan teknisi setelah ber minggu2, teknisi jg ogah2an kerjanya dan pelayanannya sampe dirumah kulkas gk diapa2in tp yaudah mau gimana lg.... ",1 bulan lalu
Khrisna,Sanken Kulkas 1 Pintu SK-V198A-BB Refrigerator Black 190 L,bintang 5,Kiriman cepat,1 bulan lalu
Dillo,Sanken UV Anti Dust Mite Vacuum Cleaner SBV-120C HEPA Vakum Kasur Bed,bintang 5,mantap vacuum yang terdapat uv agar bakteri hempas,1 bulan lalu
bagas,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,bintang 4,"Pengiriman cepat dan admin fast response.
Air panas berfungsi normal tapi air dinginnya kurang memuaskan.
Kalau anda penyuka minum air dingin, dispenser ini akan terasa k... ",1 bulan lalu
Arie,Sanken Dispenser Galon Bawah HWD-C553IC Xatria Pro Series,bintang 5,Semoga awet 😎👍🏻,1 bulan lalu
W***y,Sanken DD-33 UV Dish Dryer Steriliser UV Sterilizer Baby Bottle,bintang 1,"barang baru dipake 1 bulan sudah rusak. dibawa ke service center dari akhir november sampai saat ini ngga ada kejelasan katanya menunggu sparepart,di wa untuk tanya statu... ",1 bulan lalu
Herbiyantoro,Sanken Mesin Cuci 2 Tabung TW-880NM Dua Tabung,bintang 5,Ok,1 bulan lalu
Muhammad,Sanken AW-S807 Mesin Cuci 1 Tabung 8Kg Top Loading,bintang 5,"Barang sudah sampai dan sesuai, semoga awet, terima kasih",1 bulan lalu
Erie,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,bintang 5,Ok,1 bulan lalu
dudi,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"respon cepat pengiriman cepat , belum.dicoba mudah mudahan awet..",1 bulan lalu
Yusmantit,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,bintang 5,ok,1 bulan lalu
hendra,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"Barangnya bagus, desainnya keren, tenaga motor mesinnya mantap",1 bulan lalu
A***f,Sanken Dispenser Galon Bawah HWD-C553IC Xatria Pro Series,bintang 5,"Respon cepat, produk bagus. Recommended 👍👍👍",1 bulan lalu
D***O,Sanken DD-33 UV Dish Dryer Steriliser UV Sterilizer Baby Bottle,bintang 5,sangat membantu untuk menstrilkan botol susu bayi,1 bulan lalu
Irfan,Sanken AW-S807 Mesin Cuci 1 Tabung 8Kg Top Loading,bintang 5,Terimakasih.....,1 bulan lalu
Rachma,Sanken UV Anti Dust Mite Cordless Vacuum Cleaner SBV-200L HEPA Vakum,bintang 5,"Respon CS kurang memuaskan..Agak lama balasnya..
Proses pemesanan jg harus tunggu waktu masuk kerja..Padahal balas chat ttp berjalan...Kan bs y di accept dl..Kirim setela... ",1 bulan lalu
H***n,Sanken HWD-Z96 Water Dispenser Duo gallon,bintang 5,Mantab,1 bulan lalu
A***n,Sanken Dispenser Galon Bawah HWD-C500E Dispenser Bottom Kompresor,bintang 5,luar biasa pelayanannya,1 bulan lalu
F***a,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,bintang 5,krn kurir toko. jd aman. tp lama bgt nunggu jadwalny,1 bulan lalu
Beni,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"Mantap

Bagus",1 bulan lalu
T***a,Sanken Dispenser Galon Bawah HWD-C500E Dispenser Bottom Kompresor,bintang 5,buat kado. tmn ku seneng. pengirimannya cpt krn pake instan dan aman.. respon admin cukup baik aku nny2 sbar jawabnya. terima kasih,1 bulan lalu
Gabriel,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,bintang 5,barangnya okay ...cuma barangnya agak lama sampainya.,1 bulan lalu
E***i,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,mantap,1 bulan lalu
Rachmad,Sanken DD-33 UV Dish Dryer Steriliser UV Sterilizer Baby Bottle,bintang 5,oke,1 bulan lalu
Abednego,Sanken Microwave MO-200BK 20 Liter Hitam,bintang 1,piring kaca tidak dikemas dengan baik. akibatnya piring microwave pecah dalam pengiriman lalu kemudian klaim asuransi lama sekali tidak sesuai jadwal,1 bulan lalu
A***a,Sanken SJ-130H Magic Com 1L - Black,bintang 5,"Sesuai pesanan, diantarkan on time dan dijaga dengan baik oleh kurir toko hingga tujuan (tak ada penyok di kardus). Semoga kompor dan rice cooker Sanken kualitasnya ok da... ",1 bulan lalu
A***a,Sanken SG-363 Kompor Gas 2 Tungku Kaca Kompor Dua Tungku,bintang 5,"Sesuai pesanan, diantarkan on time dan dijaga dengan baik oleh kurir toko hingga tujuan (tak ada penyok di kardus). Semoga kompor dan rice cooker Sanken kualitasnya ok da... ",1 bulan lalu
Ahmad,Sanken Mesin Cuci Twin Tub TW-882BP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,Brg sesuai spek dan telah berfungsi dgn baik. Semoga awet.,1 bulan lalu
i***l,Sanken UV Anti Dust Mite Vacuum Cleaner SBV-120C HEPA Vakum Kasur Bed,bintang 5,works just fine. hisapan kuat. mantap,1 bulan lalu
Animora,Sanken UV Anti Dust Mite Vacuum Cleaner SBV-120C HEPA Vakum Kasur Bed,bintang 5,"original brand nya sudah di coba dan berfungsi dengan baik. sudah di coba, sesuai dengan deskripsi nya",1 bulan lalu
M***d,Dispenser Sanken Galon Bawah DB-20G Dispenser Bottom Loading,bintang 3,engga tau QAnya gimana sebelum di kirim. tapi saat mau di pakai langsung bocor. hubungin sales langsung di arahkan ke service center. kasih bintang 3 karena service cente... ,1 bulan lalu
Wasit,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"Barang baik, pengiriman dan respon cepat. mantab...",1 bulan lalu
Anindyo,Sanken Dispenser Galon Bawah HWD-C500E Dispenser Bottom Kompresor,bintang 5,Mantab,1 bulan lalu
P***i,Sanken AW-S807 Mesin Cuci 1 Tabung 8Kg Top Loading,bintang 5,Barang bagus,1 bulan lalu
nelliy,Sanken Dispenser Galon Bawah HWD-C528IC Xtaria Pro Series,bintang 5,"Alhamdulillaah barabg sdh sampe dgn aman, masyaAlloh tabarokalloh, bagus, mulus,tanpa lecet, Barang original sanken, untuk tombol panas, normal, dingin semua berfungsi dg... ",1 bulan lalu
Heri,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,bintang 5,"sudah dicoba aman Berfungsi
pengiriman cepat",1 bulan lalu
SEMLIH,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"Barang oroginal, berfungsi baik, sudah di pakai cuci mantap... Pengiriman cepat... 👍👍👍",1 bulan lalu
Puji,Sanken SJ-2500BK Magic Com 1.8L Hitam,bintang 5,barang orinal jadi dapat garansi... mantap,1 bulan lalu
Rafik,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,bintang 5,"respond cepat, qualitas sesuai harga",1 bulan lalu
